"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Park","E36004632","Aged 25-29",0
"Parklands","E36004633","Aged 16-24",10
"Parklands","E36004633","Aged 25-29",5
"Phippsville","E36004634","Aged 16-24",10
"Phippsville","E36004634","Aged 25-29",10
"Rectory Farm","E36004635","Aged 16-24",30
"Rectory Farm","E36004635","Aged 25-29",15
"Riverside","E36004636","Aged 16-24",20
"Riverside","E36004636","Aged 25-29",10
"Rushmills","E36004637","Aged 16-24",10
"Rushmills","E36004637","Aged 25-29",5
"Semilong","E36004638","Aged 16-24",30
"Semilong","E36004638","Aged 25-29",20
"Spencer","E36004639","Aged 16-24",15
"Spencer","E36004639","Aged 25-29",15
"Spring Park","E36004640","Aged 16-24",5
"Spring Park","E36004640","Aged 25-29",5
"St David's","E36004641","Aged 16-24",30
"St David's","E36004641","Aged 25-29",20
"St James","E36004642","Aged 16-24",35
"St James","E36004642","Aged 25-29",20
"Sunnyside","E36004643","Aged 16-24",15
"Sunnyside","E36004643","Aged 25-29",15
"Talavera","E36004644","Aged 16-24",55
"Talavera","E36004644","Aged 25-29",50
"Trinity","E36004645","Aged 16-24",15
"Trinity","E36004645","Aged 25-29",10
"Upton","E36004646","Aged 16-24",15
"Upton","E36004646","Aged 25-29",10
"West Hunsbury","E36004647","Aged 16-24",5
"West Hunsbury","E36004647","Aged 25-29",5
"Westone","E36004648","Aged 16-24",5
"Westone","E36004648","Aged 25-29",0
"Astwell","E36004649","Aged 16-24",5
"Astwell","E36004649","Aged 25-29",0
"Blakesley and Cote","E36004650","Aged 16-24",0
"Blakesley and Cote","E36004650","Aged 25-29",0
"Blisworth and Roade","E36004651","Aged 16-24",5
"Blisworth and Roade","E36004651","Aged 25-29",5
"Brackley East","E36004652","Aged 16-24",0
"Brackley East","E36004652","Aged 25-29",5
"Brackley South","E36004653","Aged 16-24",5
"Brackley South","E36004653","Aged 25-29",5
"Brackley West","E36004654","Aged 16-24",5
"Brackley West","E36004654","Aged 25-29",0
"Brafield and Yardley","E36004655","Aged 16-24",5
"Brafield and Yardley","E36004655","Aged 25-29",0
"Cosgrove and Grafton","E36004656","Aged 16-24",5
"Cosgrove and Grafton","E36004656","Aged 25-29",0
"Danvers and Wardoun","E36004657","Aged 16-24",0
"Danvers and Wardoun","E36004657","Aged 25-29",0
"Deanshanger","E36004658","Aged 16-24",0
"Deanshanger","E36004658","Aged 25-29",0
"Grange Park","E36004659","Aged 16-24",5
"Grange Park","E36004659","Aged 25-29",0
"Hackleton","E36004660","Aged 16-24",5
"Hackleton","E36004660","Aged 25-29",0
"Harpole and Grange","E36004661","Aged 16-24",0
"Harpole and Grange","E36004661","Aged 25-29",0
"Heyfords and Bugbrooke","E36004662","Aged 16-24",5
"Heyfords and Bugbrooke","E36004662","Aged 25-29",5
"Kings Sutton","E36004663","Aged 16-24",5
"Kings Sutton","E36004663","Aged 25-29",0
"Kingthorn","E36004664","Aged 16-24",5
"Kingthorn","E36004664","Aged 25-29",0
"Little Brook","E36004665","Aged 16-24",0
"Little Brook","E36004665","Aged 25-29",0
"Middleton Cheney","E36004666","Aged 16-24",5
"Middleton Cheney","E36004666","Aged 25-29",0
"Old Stratford","E36004667","Aged 16-24",0
"Old Stratford","E36004667","Aged 25-29",0
"Salcey","E36004668","Aged 16-24",0
"Salcey","E36004668","Aged 25-29",0
"Silverstone","E36004669","Aged 16-24",0
"Silverstone","E36004669","Aged 25-29",0
"Steane","E36004670","Aged 16-24",0
"Steane","E36004670","Aged 25-29",0
"Tove","E36004671","Aged 16-24",0
"Tove","E36004671","Aged 25-29",0
"Towcester Brook","E36004672","Aged 16-24",10
"Towcester Brook","E36004672","Aged 25-29",5
"Towcester Mill","E36004673","Aged 16-24",5
"Towcester Mill","E36004673","Aged 25-29",5
"Washington","E36004674","Aged 16-24",0
"Washington","E36004674","Aged 25-29",0
"Whittlewood","E36004675","Aged 16-24",0
"Whittlewood","E36004675","Aged 25-29",0
"Brickhill","E36004676","Aged 16-24",20
"Brickhill","E36004676","Aged 25-29",20
"Castle","E36004677","Aged 16-24",30
"Castle","E36004677","Aged 25-29",20
"Croyland","E36004678","Aged 16-24",25
"Croyland","E36004678","Aged 25-29",25
"Earls Barton","E36004679","Aged 16-24",10
"Earls Barton","E36004679","Aged 25-29",5
"Finedon","E36004680","Aged 16-24",15
"Finedon","E36004680","Aged 25-29",10
"Great Doddington and Wilby","E36004681","Aged 16-24",0
"Great Doddington and Wilby","E36004681","Aged 25-29",0
"Hemmingwell","E36004682","Aged 16-24",35
"Hemmingwell","E36004682","Aged 25-29",20
"Irchester","E36004683","Aged 16-24",10
"Irchester","E36004683","Aged 25-29",5
"North","E36004684","Aged 16-24",5
"North","E36004684","Aged 25-29",0
"Queensway","E36004685","Aged 16-24",35
"Queensway","E36004685","Aged 25-29",25
"Redwell East","E36004686","Aged 16-24",5
"Redwell East","E36004686","Aged 25-29",5
"Redwell West","E36004687","Aged 16-24",5
"Redwell West","E36004687","Aged 25-29",0
"South","E36004688","Aged 16-24",0
"South","E36004688","Aged 25-29",0
"Swanspool","E36004689","Aged 16-24",30
"Swanspool","E36004689","Aged 25-29",30
"West","E36004690","Aged 16-24",0
"West","E36004690","Aged 25-29",0
"Wollaston","E36004691","Aged 16-24",0
"Wollaston","E36004691","Aged 25-29",5
"Hucknall Central","E36004865","Aged 16-24",30
"Hucknall Central","E36004865","Aged 25-29",25
"Hucknall East","E36004866","Aged 16-24",40
"Hucknall East","E36004866","Aged 25-29",25
"Hucknall North","E36004867","Aged 16-24",20
"Hucknall North","E36004867","Aged 25-29",15
"Hucknall West","E36004868","Aged 16-24",40
"Hucknall West","E36004868","Aged 25-29",30
"Jacksdale","E36004869","Aged 16-24",15
"Jacksdale","E36004869","Aged 25-29",5
"Kirkby in Ashfield Central","E36004870","Aged 16-24",20
"Kirkby in Ashfield Central","E36004870","Aged 25-29",15
"Kirkby in Ashfield East","E36004871","Aged 16-24",35
"Kirkby in Ashfield East","E36004871","Aged 25-29",35
"Kirkby in Ashfield West","E36004872","Aged 16-24",30
"Kirkby in Ashfield West","E36004872","Aged 25-29",25
"Selston","E36004873","Aged 16-24",30
"Selston","E36004873","Aged 25-29",10
"Sutton in Ashfield Central","E36004874","Aged 16-24",50
"Sutton in Ashfield Central","E36004874","Aged 25-29",40
"Sutton in Ashfield East","E36004875","Aged 16-24",85
"Sutton in Ashfield East","E36004875","Aged 25-29",40
"Sutton in Ashfield North","E36004876","Aged 16-24",35
"Sutton in Ashfield North","E36004876","Aged 25-29",30
"Sutton in Ashfield West","E36004877","Aged 16-24",35
"Sutton in Ashfield West","E36004877","Aged 25-29",25
"Underwood","E36004878","Aged 16-24",5
"Underwood","E36004878","Aged 25-29",5
"Woodhouse","E36004879","Aged 16-24",15
"Woodhouse","E36004879","Aged 25-29",15
"Beckingham","E36004880","Aged 16-24",5
"Beckingham","E36004880","Aged 25-29",0
"Blyth","E36004881","Aged 16-24",0
"Blyth","E36004881","Aged 25-29",0
"Carlton","E36004882","Aged 16-24",15
"Carlton","E36004882","Aged 25-29",10
"Clayworth","E36004883","Aged 16-24",0
"Clayworth","E36004883","Aged 25-29",5
"East Markham","E36004884","Aged 16-24",5
"East Markham","E36004884","Aged 25-29",0
"East Retford East","E36004885","Aged 16-24",35
"East Retford East","E36004885","Aged 25-29",20
"East Retford North","E36004886","Aged 16-24",20
"East Retford North","E36004886","Aged 25-29",5
"East Retford South","E36004887","Aged 16-24",20
"East Retford South","E36004887","Aged 25-29",15
"East Retford West","E36004888","Aged 16-24",30
"East Retford West","E36004888","Aged 25-29",15
"Everton","E36004889","Aged 16-24",5
"Everton","E36004889","Aged 25-29",0
"Harworth","E36004890","Aged 16-24",45
"Harworth","E36004890","Aged 25-29",35
"Langold","E36004891","Aged 16-24",15
"Langold","E36004891","Aged 25-29",5
"Misterton","E36004892","Aged 16-24",5
"Misterton","E36004892","Aged 25-29",0
"Rampton","E36004893","Aged 16-24",5
"Rampton","E36004893","Aged 25-29",0
"Ranskill","E36004894","Aged 16-24",5
"Ranskill","E36004894","Aged 25-29",0
"Sturton","E36004895","Aged 16-24",5
"Sturton","E36004895","Aged 25-29",0
"Sutton","E36004896","Aged 16-24",0
"Sutton","E36004896","Aged 25-29",5
"Tuxford and Trent","E36004897","Aged 16-24",10
"Tuxford and Trent","E36004897","Aged 25-29",5
"Welbeck","E36004898","Aged 16-24",5
"Welbeck","E36004898","Aged 25-29",5
"Worksop East","E36004899","Aged 16-24",25
"Worksop East","E36004899","Aged 25-29",20
"Worksop North","E36004900","Aged 16-24",25
"Worksop North","E36004900","Aged 25-29",5
"Worksop North East","E36004901","Aged 16-24",20
"Worksop North East","E36004901","Aged 25-29",15
"Worksop North West","E36004902","Aged 16-24",45
"Worksop North West","E36004902","Aged 25-29",25
"Worksop South","E36004903","Aged 16-24",30
"Worksop South","E36004903","Aged 25-29",15
"Worksop South East","E36004904","Aged 16-24",60
"Worksop South East","E36004904","Aged 25-29",45
"Attenborough","E36004905","Aged 16-24",0
"Attenborough","E36004905","Aged 25-29",0
"Awsworth","E36004906","Aged 16-24",5
"Awsworth","E36004906","Aged 25-29",5
"Beeston Central","E36004907","Aged 16-24",25
"Beeston Central","E36004907","Aged 25-29",15
"Beeston North","E36004908","Aged 16-24",25
"Beeston North","E36004908","Aged 25-29",10
"Beeston Rylands","E36004909","Aged 16-24",15
"Beeston Rylands","E36004909","Aged 25-29",5
"Beeston West","E36004910","Aged 16-24",5
"Beeston West","E36004910","Aged 25-29",0
"Bramcote","E36004911","Aged 16-24",5
"Bramcote","E36004911","Aged 25-29",5
"Brinsley","E36004912","Aged 16-24",5
"Brinsley","E36004912","Aged 25-29",0
"Chilwell East","E36004913","Aged 16-24",5
"Chilwell East","E36004913","Aged 25-29",5
"Chilwell West","E36004914","Aged 16-24",25
"Chilwell West","E36004914","Aged 25-29",15
"Cossall and Kimberley","E36004915","Aged 16-24",20
"Cossall and Kimberley","E36004915","Aged 25-29",20
"Eastwood North and Greasley (Beauvale)","E36004916","Aged 16-24",5
"Eastwood North and Greasley (Beauvale)","E36004916","Aged 25-29",5
"Eastwood South","E36004917","Aged 16-24",45
"Eastwood South","E36004917","Aged 25-29",35
"Greasley (Giltbrook and Newthorpe)","E36004918","Aged 16-24",10
"Greasley (Giltbrook and Newthorpe)","E36004918","Aged 25-29",5
"Nuthall East and Strelley","E36004919","Aged 16-24",15
"Nuthall East and Strelley","E36004919","Aged 25-29",5
"Nuthall West and Greasley (Watnall)","E36004920","Aged 16-24",10
"Nuthall West and Greasley (Watnall)","E36004920","Aged 25-29",5
"Stapleford North","E36004921","Aged 16-24",20
"Stapleford North","E36004921","Aged 25-29",20
"Stapleford South East","E36004922","Aged 16-24",15
"Stapleford South East","E36004922","Aged 25-29",10
"Stapleford South West","E36004923","Aged 16-24",30
"Stapleford South West","E36004923","Aged 25-29",10
"Toton and Chilwell Meadows","E36004924","Aged 16-24",5
"Toton and Chilwell Meadows","E36004924","Aged 25-29",0
"Trowell","E36004925","Aged 16-24",5
"Trowell","E36004925","Aged 25-29",0
"Bestwood Village","E36004926","Aged 16-24",5
"Bestwood Village","E36004926","Aged 25-29",5
"Bonington","E36004927","Aged 16-24",25
"Bonington","E36004927","Aged 25-29",20
"Burton Joyce and Stoke Bardolph","E36004928","Aged 16-24",0
"Burton Joyce and Stoke Bardolph","E36004928","Aged 25-29",0
"Calverton","E36004929","Aged 16-24",15
"Calverton","E36004929","Aged 25-29",10
"Carlton","E36004930","Aged 16-24",30
"Carlton","E36004930","Aged 25-29",15
"Carlton Hill","E36004931","Aged 16-24",20
"Carlton Hill","E36004931","Aged 25-29",15
"Daybrook","E36004932","Aged 16-24",25
"Daybrook","E36004932","Aged 25-29",20
"Gedling","E36004933","Aged 16-24",15
"Gedling","E36004933","Aged 25-29",10
"Killisick","E36004934","Aged 16-24",30
"Killisick","E36004934","Aged 25-29",10
"Kingswell","E36004935","Aged 16-24",15
"Kingswell","E36004935","Aged 25-29",5
"Lambley","E36004936","Aged 16-24",5
"Lambley","E36004936","Aged 25-29",0
"Mapperley Plains","E36004937","Aged 16-24",15
"Mapperley Plains","E36004937","Aged 25-29",10
"Netherfield and Colwick","E36004938","Aged 16-24",30
"Netherfield and Colwick","E36004938","Aged 25-29",40
"Newstead","E36004939","Aged 16-24",10
"Newstead","E36004939","Aged 25-29",0
"Phoenix","E36004940","Aged 16-24",15
"Phoenix","E36004940","Aged 25-29",5
"Porchester","E36004941","Aged 16-24",15
"Porchester","E36004941","Aged 25-29",5
"Ravenshead","E36004942","Aged 16-24",5
"Ravenshead","E36004942","Aged 25-29",5
"St James","E36004943","Aged 16-24",10
"St James","E36004943","Aged 25-29",5
"St Marys","E36004944","Aged 16-24",25
"St Marys","E36004944","Aged 25-29",20
"Valley","E36004945","Aged 16-24",20
"Valley","E36004945","Aged 25-29",10
"Woodborough","E36004946","Aged 16-24",0
"Woodborough","E36004946","Aged 25-29",0
"Woodthorpe","E36004947","Aged 16-24",15
"Woodthorpe","E36004947","Aged 25-29",5
"Abbott","E36004948","Aged 16-24",0
"Abbott","E36004948","Aged 25-29",5
"Berry Hill","E36004949","Aged 16-24",0
"Berry Hill","E36004949","Aged 25-29",0
"Brick Kiln","E36004950","Aged 16-24",10
"Brick Kiln","E36004950","Aged 25-29",5
"Broomhill","E36004951","Aged 16-24",25
"Broomhill","E36004951","Aged 25-29",15
"Bull Farm and Pleasley Hill","E36004952","Aged 16-24",15
"Bull Farm and Pleasley Hill","E36004952","Aged 25-29",10
"Carr Bank","E36004953","Aged 16-24",25
"Carr Bank","E36004953","Aged 25-29",15
"Eakring","E36004954","Aged 16-24",10
"Eakring","E36004954","Aged 25-29",0
"Grange Farm","E36004955","Aged 16-24",0
"Grange Farm","E36004955","Aged 25-29",0
"Holly","E36004956","Aged 16-24",5
"Holly","E36004956","Aged 25-29",5
"Hornby","E36004957","Aged 16-24",5
"Hornby","E36004957","Aged 25-29",0
"Kings Walk","E36004958","Aged 16-24",5
"Kings Walk","E36004958","Aged 25-29",5
"Kingsway","E36004959","Aged 16-24",5
"Kingsway","E36004959","Aged 25-29",5
"Ladybrook","E36004960","Aged 16-24",20
"Ladybrook","E36004960","Aged 25-29",15
"Lindhurst","E36004961","Aged 16-24",5
"Lindhurst","E36004961","Aged 25-29",5
"Ling Forest","E36004962","Aged 16-24",5
"Ling Forest","E36004962","Aged 25-29",5
"Manor","E36004963","Aged 16-24",5
"Manor","E36004963","Aged 25-29",5
"Market Warsop","E36004964","Aged 16-24",5
"Market Warsop","E36004964","Aged 25-29",15
"Maun Valley","E36004965","Aged 16-24",10
"Maun Valley","E36004965","Aged 25-29",5
"Meden","E36004966","Aged 16-24",10
"Meden","E36004966","Aged 25-29",5
"Netherfield","E36004967","Aged 16-24",10
"Netherfield","E36004967","Aged 25-29",5
"Newgate","E36004968","Aged 16-24",15
"Newgate","E36004968","Aged 25-29",20
"Newlands","E36004969","Aged 16-24",10
"Newlands","E36004969","Aged 25-29",5
"Oak Tree","E36004970","Aged 16-24",30
"Oak Tree","E36004970","Aged 25-29",20
"Oakham","E36004971","Aged 16-24",5
"Oakham","E36004971","Aged 25-29",5
"Park Hall","E36004972","Aged 16-24",5
"Park Hall","E36004972","Aged 25-29",5
"Peafields","E36004973","Aged 16-24",15
"Peafields","E36004973","Aged 25-29",5
"Penniment","E36004974","Aged 16-24",10
"Penniment","E36004974","Aged 25-29",10
"Portland","E36004975","Aged 16-24",40
"Portland","E36004975","Aged 25-29",20
"Racecourse","E36004976","Aged 16-24",10
"Racecourse","E36004976","Aged 25-29",5
"Ransom Wood","E36004977","Aged 16-24",25
"Ransom Wood","E36004977","Aged 25-29",15
"Sandhurst","E36004978","Aged 16-24",10
"Sandhurst","E36004978","Aged 25-29",5
"Sherwood","E36004979","Aged 16-24",10
"Sherwood","E36004979","Aged 25-29",5
"Warsop Carrs","E36004980","Aged 16-24",10
"Warsop Carrs","E36004980","Aged 25-29",5
"Woodhouse","E36004981","Aged 16-24",20
"Woodhouse","E36004981","Aged 25-29",10
"Woodlands","E36004982","Aged 16-24",10
"Woodlands","E36004982","Aged 25-29",10
"Yeoman Hill","E36004983","Aged 16-24",10
"Yeoman Hill","E36004983","Aged 25-29",10
"Balderton North","E36004984","Aged 16-24",10
"Balderton North","E36004984","Aged 25-29",10
"Balderton West","E36004985","Aged 16-24",20
"Balderton West","E36004985","Aged 25-29",15
"Beacon","E36004986","Aged 16-24",20
"Beacon","E36004986","Aged 25-29",15
"Blidworth","E36004987","Aged 16-24",10
"Blidworth","E36004987","Aged 25-29",10
"Boughton","E36004988","Aged 16-24",30
"Boughton","E36004988","Aged 25-29",15
"Bridge","E36004989","Aged 16-24",35
"Bridge","E36004989","Aged 25-29",20
"Castle","E36004990","Aged 16-24",40
"Castle","E36004990","Aged 25-29",15
"Caunton","E36004991","Aged 16-24",5
"Caunton","E36004991","Aged 25-29",0
"Clipstone","E36004992","Aged 16-24",10
"Clipstone","E36004992","Aged 25-29",15
"Collingham and Meering","E36004993","Aged 16-24",10
"Collingham and Meering","E36004993","Aged 25-29",5
"Devon","E36004994","Aged 16-24",30
"Devon","E36004994","Aged 25-29",25
"Edwinstowe","E36004995","Aged 16-24",10
"Edwinstowe","E36004995","Aged 25-29",10
"Farndon","E36004996","Aged 16-24",15
"Farndon","E36004996","Aged 25-29",5
"Farnsfield and Bilsthorpe","E36004997","Aged 16-24",10
"Farnsfield and Bilsthorpe","E36004997","Aged 25-29",10
"Lowdham","E36004998","Aged 16-24",0
"Lowdham","E36004998","Aged 25-29",5
"Magnus","E36004999","Aged 16-24",25
"Magnus","E36004999","Aged 25-29",20
"Muskham","E36005000","Aged 16-24",0
"Muskham","E36005000","Aged 25-29",0
"Ollerton","E36005001","Aged 16-24",25
"Ollerton","E36005001","Aged 25-29",10
"Rainworth","E36005002","Aged 16-24",20
"Rainworth","E36005002","Aged 25-29",10
"Southwell East","E36005003","Aged 16-24",5
"Southwell East","E36005003","Aged 25-29",0
"Southwell North","E36005004","Aged 16-24",5
"Southwell North","E36005004","Aged 25-29",0
"Southwell West","E36005005","Aged 16-24",5
"Southwell West","E36005005","Aged 25-29",5
"Sutton-on-Trent","E36005006","Aged 16-24",5
"Sutton-on-Trent","E36005006","Aged 25-29",0
"Trent","E36005007","Aged 16-24",0
"Trent","E36005007","Aged 25-29",0
"Winthorpe","E36005008","Aged 16-24",5
"Winthorpe","E36005008","Aged 25-29",0
"Abbey","E36005009","Aged 16-24",5
"Abbey","E36005009","Aged 25-29",0
"Bingham East","E36005010","Aged 16-24",5
"Bingham East","E36005010","Aged 25-29",10
"Bingham West","E36005011","Aged 16-24",10
"Bingham West","E36005011","Aged 25-29",5
"Compton Acres","E36005012","Aged 16-24",10
"Compton Acres","E36005012","Aged 25-29",5
"Cotgrave","E36005013","Aged 16-24",25
"Cotgrave","E36005013","Aged 25-29",15
"Cranmer","E36005014","Aged 16-24",0
"Cranmer","E36005014","Aged 25-29",0
"Edwalton Village","E36005015","Aged 16-24",10
"Edwalton Village","E36005015","Aged 25-29",5
"Gamston","E36005016","Aged 16-24",5
"Gamston","E36005016","Aged 25-29",5
"Gotham","E36005017","Aged 16-24",0
"Gotham","E36005017","Aged 25-29",5
"Keyworth North","E36005018","Aged 16-24",0
"Keyworth North","E36005018","Aged 25-29",0
"Keyworth South","E36005019","Aged 16-24",10
"Keyworth South","E36005019","Aged 25-29",5
"Lady Bay","E36005020","Aged 16-24",15
"Lady Bay","E36005020","Aged 25-29",5
"Leake","E36005021","Aged 16-24",15
"Leake","E36005021","Aged 25-29",0
"Lutterell","E36005022","Aged 16-24",5
"Lutterell","E36005022","Aged 25-29",5
"Manvers","E36005023","Aged 16-24",5
"Manvers","E36005023","Aged 25-29",5
"Melton","E36005024","Aged 16-24",5
"Melton","E36005024","Aged 25-29",5
"Musters","E36005025","Aged 16-24",5
"Musters","E36005025","Aged 25-29",5
"Nevile","E36005026","Aged 16-24",0
"Nevile","E36005026","Aged 25-29",5
"Oak","E36005027","Aged 16-24",0
"Oak","E36005027","Aged 25-29",0
"Ruddington","E36005028","Aged 16-24",15
"Ruddington","E36005028","Aged 25-29",5
"Soar Valley","E36005029","Aged 16-24",5
"Soar Valley","E36005029","Aged 25-29",0
"Stanford","E36005030","Aged 16-24",0
"Stanford","E36005030","Aged 25-29",0
"Thoroton","E36005031","Aged 16-24",0
"Thoroton","E36005031","Aged 25-29",0
"Tollerton","E36005032","Aged 16-24",0
"Tollerton","E36005032","Aged 25-29",0
"Trent","E36005033","Aged 16-24",10
"Trent","E36005033","Aged 25-29",5
"Trent Bridge","E36005034","Aged 16-24",10
"Trent Bridge","E36005034","Aged 25-29",5
"Wiverton","E36005035","Aged 16-24",5
"Wiverton","E36005035","Aged 25-29",5
"Wolds","E36005036","Aged 16-24",0
