"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Bradley Stoke Central and Stoke Lodge","E36000599","Aged 25-29",5
"Bradley Stoke North","E36000600","Aged 16-24",0
"Bradley Stoke North","E36000600","Aged 25-29",0
"Bradley Stoke South","E36000601","Aged 16-24",5
"Bradley Stoke South","E36000601","Aged 25-29",15
"Charfield","E36000602","Aged 16-24",5
"Charfield","E36000602","Aged 25-29",5
"Chipping Sodbury","E36000603","Aged 16-24",5
"Chipping Sodbury","E36000603","Aged 25-29",5
"Cotswold Edge","E36000604","Aged 16-24",5
"Cotswold Edge","E36000604","Aged 25-29",0
"Dodington","E36000605","Aged 16-24",15
"Dodington","E36000605","Aged 25-29",20
"Downend","E36000606","Aged 16-24",10
"Downend","E36000606","Aged 25-29",5
"Emersons Green","E36000607","Aged 16-24",20
"Emersons Green","E36000607","Aged 25-29",15
"Filton","E36000608","Aged 16-24",35
"Filton","E36000608","Aged 25-29",15
"Frampton Cotterell","E36000609","Aged 16-24",10
"Frampton Cotterell","E36000609","Aged 25-29",10
"Frenchay and Stoke Park","E36000610","Aged 16-24",20
"Frenchay and Stoke Park","E36000610","Aged 25-29",10
"Hanham","E36000611","Aged 16-24",15
"Hanham","E36000611","Aged 25-29",5
"Kings Chase","E36000612","Aged 16-24",35
"Kings Chase","E36000612","Aged 25-29",25
"Ladden Brook","E36000613","Aged 16-24",5
"Ladden Brook","E36000613","Aged 25-29",0
"Longwell Green","E36000614","Aged 16-24",10
"Longwell Green","E36000614","Aged 25-29",0
"Oldland Common","E36000615","Aged 16-24",10
"Oldland Common","E36000615","Aged 25-29",10
"Parkwall","E36000616","Aged 16-24",20
"Parkwall","E36000616","Aged 25-29",10
"Patchway","E36000617","Aged 16-24",35
"Patchway","E36000617","Aged 25-29",30
"Pilning and Severn Beach","E36000618","Aged 16-24",5
"Pilning and Severn Beach","E36000618","Aged 25-29",5
"Rodway","E36000619","Aged 16-24",20
"Rodway","E36000619","Aged 25-29",10
"Severn","E36000620","Aged 16-24",0
"Severn","E36000620","Aged 25-29",0
"Siston","E36000621","Aged 16-24",15
"Siston","E36000621","Aged 25-29",10
"Staple Hill","E36000622","Aged 16-24",25
"Staple Hill","E36000622","Aged 25-29",25
"Stoke Gifford","E36000623","Aged 16-24",25
"Stoke Gifford","E36000623","Aged 25-29",10
"Thornbury North","E36000624","Aged 16-24",5
"Thornbury North","E36000624","Aged 25-29",10
"Thornbury South and Alveston","E36000625","Aged 16-24",10
"Thornbury South and Alveston","E36000625","Aged 25-29",15
"Westerleigh","E36000626","Aged 16-24",5
"Westerleigh","E36000626","Aged 25-29",0
"Winterbourne","E36000627","Aged 16-24",10
"Winterbourne","E36000627","Aged 25-29",5
"Woodstock","E36000628","Aged 16-24",30
"Woodstock","E36000628","Aged 25-29",15
"Yate Central","E36000629","Aged 16-24",30
"Yate Central","E36000629","Aged 25-29",10
"Yate North","E36000630","Aged 16-24",20
"Yate North","E36000630","Aged 25-29",15
"Abbey Meads","E36000700","Aged 16-24",35
"Abbey Meads","E36000700","Aged 25-29",25
"Blunsdon","E36000701","Aged 16-24",5
"Blunsdon","E36000701","Aged 25-29",5
"Central","E36000702","Aged 16-24",40
"Central","E36000702","Aged 25-29",40
"Covingham and Nythe","E36000703","Aged 16-24",20
"Covingham and Nythe","E36000703","Aged 25-29",5
"Dorcan","E36000704","Aged 16-24",30
"Dorcan","E36000704","Aged 25-29",20
"Eastcott","E36000705","Aged 16-24",50
"Eastcott","E36000705","Aged 25-29",35
"Freshbrook and Grange Park","E36000706","Aged 16-24",20
"Freshbrook and Grange Park","E36000706","Aged 25-29",20
"Gorse Hill and Pinehurst","E36000707","Aged 16-24",50
"Gorse Hill and Pinehurst","E36000707","Aged 25-29",40
"Haydon Wick","E36000708","Aged 16-24",15
"Haydon Wick","E36000708","Aged 25-29",5
"Highworth","E36000709","Aged 16-24",20
"Highworth","E36000709","Aged 25-29",10
"Moredon","E36000710","Aged 16-24",30
"Moredon","E36000710","Aged 25-29",30
"Old Town and Lawn","E36000711","Aged 16-24",45
"Old Town and Lawn","E36000711","Aged 25-29",15
"Parks","E36000712","Aged 16-24",60
"Parks","E36000712","Aged 25-29",55
"Penhill","E36000713","Aged 16-24",65
"Penhill","E36000713","Aged 25-29",45
"Ridgeway","E36000714","Aged 16-24",0
"Ridgeway","E36000714","Aged 25-29",5
"Shaw and Nine Elms","E36000715","Aged 16-24",15
"Shaw and Nine Elms","E36000715","Aged 25-29",10
"St Margaret","E36000716","Aged 16-24",15
"St Margaret","E36000716","Aged 25-29",20
"St Philip","E36000717","Aged 16-24",25
"St Philip","E36000717","Aged 25-29",15
"Toothill and Westlea","E36000718","Aged 16-24",25
"Toothill and Westlea","E36000718","Aged 25-29",20
"Walcot","E36000719","Aged 16-24",50
"Walcot","E36000719","Aged 25-29",30
"Western","E36000720","Aged 16-24",25
"Western","E36000720","Aged 25-29",25
"Wroughton and Chiseldon","E36000721","Aged 16-24",15
"Wroughton and Chiseldon","E36000721","Aged 25-29",15
"Berry Head-with-Furzeham","E36000651","Aged 16-24",15
"Berry Head-with-Furzeham","E36000651","Aged 25-29",15
"Blatchcombe","E36000652","Aged 16-24",45
"Blatchcombe","E36000652","Aged 25-29",30
"Churston-with-Galmpton","E36000653","Aged 16-24",5
"Churston-with-Galmpton","E36000653","Aged 25-29",0
"Clifton-with-Maidenway","E36000654","Aged 16-24",20
"Clifton-with-Maidenway","E36000654","Aged 25-29",10
"Cockington-with-Chelston","E36000655","Aged 16-24",30
"Cockington-with-Chelston","E36000655","Aged 25-29",15
"Ellacombe","E36000656","Aged 16-24",50
"Ellacombe","E36000656","Aged 25-29",40
"Goodrington-with-Roselands","E36000657","Aged 16-24",5
"Goodrington-with-Roselands","E36000657","Aged 25-29",10
"Preston","E36000658","Aged 16-24",20
"Preston","E36000658","Aged 25-29",10
"Roundham-with-Hyde","E36000659","Aged 16-24",45
"Roundham-with-Hyde","E36000659","Aged 25-29",20
"Shiphay-with-the-Willows","E36000660","Aged 16-24",20
"Shiphay-with-the-Willows","E36000660","Aged 25-29",15
"St Marychurch","E36000661","Aged 16-24",35
"St Marychurch","E36000661","Aged 25-29",15
"St Mary's-with-Summercombe","E36000662","Aged 16-24",20
"St Mary's-with-Summercombe","E36000662","Aged 25-29",10
"Tormohun","E36000663","Aged 16-24",85
"Tormohun","E36000663","Aged 25-29",70
"Watcombe","E36000664","Aged 16-24",35
"Watcombe","E36000664","Aged 25-29",25
"Wellswood","E36000665","Aged 16-24",20
"Wellswood","E36000665","Aged 25-29",15
"Aldbourne and Ramsbury","E36001478","Aged 16-24",5
"Aldbourne and Ramsbury","E36001478","Aged 25-29",5
"Alderbury and Whiteparish","E36001479","Aged 16-24",0
"Alderbury and Whiteparish","E36001479","Aged 25-29",0
"Amesbury East","E36001480","Aged 16-24",15
"Amesbury East","E36001480","Aged 25-29",5
"Amesbury West","E36001481","Aged 16-24",15
"Amesbury West","E36001481","Aged 25-29",5
"Bourne and Woodford Valley","E36001482","Aged 16-24",5
"Bourne and Woodford Valley","E36001482","Aged 25-29",0
"Box and Colerne","E36001483","Aged 16-24",5
"Box and Colerne","E36001483","Aged 25-29",0
"Bradford-on-Avon North","E36001484","Aged 16-24",5
"Bradford-on-Avon North","E36001484","Aged 25-29",5
"Bradford-on-Avon South","E36001485","Aged 16-24",10
"Bradford-on-Avon South","E36001485","Aged 25-29",10
"Brinkworth","E36001486","Aged 16-24",5
"Brinkworth","E36001486","Aged 25-29",5
"Bromham, Rowde and Potterne","E36001487","Aged 16-24",15
"Bromham, Rowde and Potterne","E36001487","Aged 25-29",10
"Bulford, Allington and Figheldean","E36001488","Aged 16-24",5
"Bulford, Allington and Figheldean","E36001488","Aged 25-29",5
"Burbage and the Bedwyns","E36001489","Aged 16-24",5
"Burbage and the Bedwyns","E36001489","Aged 25-29",5
"By Brook","E36001490","Aged 16-24",5
"By Brook","E36001490","Aged 25-29",5
"Calne Central","E36001491","Aged 16-24",10
"Calne Central","E36001491","Aged 25-29",10
"Calne Chilvester and Abberd","E36001492","Aged 16-24",20
"Calne Chilvester and Abberd","E36001492","Aged 25-29",20
"Calne North","E36001493","Aged 16-24",15
"Calne North","E36001493","Aged 25-29",15
"Calne Rural","E36001494","Aged 16-24",5
"Calne Rural","E36001494","Aged 25-29",0
"Calne South and Cherhill","E36001495","Aged 16-24",5
"Calne South and Cherhill","E36001495","Aged 25-29",5
"Chippenham Cepen Park and Derriads","E36001496","Aged 16-24",10
"Chippenham Cepen Park and Derriads","E36001496","Aged 25-29",10
"Chippenham Cepen Park and Redlands","E36001497","Aged 16-24",10
"Chippenham Cepen Park and Redlands","E36001497","Aged 25-29",15
"Chippenham Hardenhuish","E36001498","Aged 16-24",20
"Chippenham Hardenhuish","E36001498","Aged 25-29",10
"Chippenham Hardens and England","E36001499","Aged 16-24",20
"Chippenham Hardens and England","E36001499","Aged 25-29",10
"Chippenham Lowden and Rowden","E36001500","Aged 16-24",25
"Chippenham Lowden and Rowden","E36001500","Aged 25-29",15
"Chippenham Monkton","E36001501","Aged 16-24",10
"Chippenham Monkton","E36001501","Aged 25-29",10
"Chippenham Pewsham","E36001502","Aged 16-24",5
"Chippenham Pewsham","E36001502","Aged 25-29",5
"Chippenham Queens and Sheldon","E36001503","Aged 16-24",15
"Chippenham Queens and Sheldon","E36001503","Aged 25-29",5
"Corsham Pickwick","E36001504","Aged 16-24",15
"Corsham Pickwick","E36001504","Aged 25-29",5
"Corsham Town","E36001505","Aged 16-24",10
"Corsham Town","E36001505","Aged 25-29",5
"Corsham Without and Box Hill","E36001506","Aged 16-24",10
"Corsham Without and Box Hill","E36001506","Aged 25-29",0
"Cricklade and Latton","E36001507","Aged 16-24",5
"Cricklade and Latton","E36001507","Aged 25-29",5
"Devizes and Roundway South","E36001508","Aged 16-24",5
"Devizes and Roundway South","E36001508","Aged 25-29",10
"Devizes East","E36001509","Aged 16-24",10
"Devizes East","E36001509","Aged 25-29",5
"Devizes North","E36001510","Aged 16-24",30
"Devizes North","E36001510","Aged 25-29",25
"Downton and Ebble Valley","E36001511","Aged 16-24",10
"Downton and Ebble Valley","E36001511","Aged 25-29",5
"Durrington and Larkhill","E36001512","Aged 16-24",5
"Durrington and Larkhill","E36001512","Aged 25-29",10
"Ethandune","E36001513","Aged 16-24",15
"Ethandune","E36001513","Aged 25-29",5
"Fovant and Chalke Valley","E36001514","Aged 16-24",0
"Fovant and Chalke Valley","E36001514","Aged 25-29",5
"Hilperton","E36001515","Aged 16-24",10
"Hilperton","E36001515","Aged 25-29",5
"Holt and Staverton","E36001516","Aged 16-24",5
"Holt and Staverton","E36001516","Aged 25-29",5
"Kington","E36001517","Aged 16-24",5
"Kington","E36001517","Aged 25-29",0
"Laverstock, Ford and Old Sarum","E36001518","Aged 16-24",20
"Laverstock, Ford and Old Sarum","E36001518","Aged 25-29",10
"Ludgershall and Perham Down","E36001519","Aged 16-24",15
"Ludgershall and Perham Down","E36001519","Aged 25-29",10
"Lyneham","E36001520","Aged 16-24",0
"Lyneham","E36001520","Aged 25-29",5
"Malmesbury","E36001521","Aged 16-24",10
"Malmesbury","E36001521","Aged 25-29",10
"Marlborough East","E36001522","Aged 16-24",5
"Marlborough East","E36001522","Aged 25-29",10
"Marlborough West","E36001523","Aged 16-24",0
"Marlborough West","E36001523","Aged 25-29",0
"Melksham Central","E36001524","Aged 16-24",10
"Melksham Central","E36001524","Aged 25-29",15
"Melksham North","E36001525","Aged 16-24",5
"Melksham North","E36001525","Aged 25-29",5
"Melksham South","E36001526","Aged 16-24",10
"Melksham South","E36001526","Aged 25-29",10
"Melksham Without North","E36001527","Aged 16-24",5
"Melksham Without North","E36001527","Aged 25-29",0
"Melksham Without South","E36001528","Aged 16-24",10
"Melksham Without South","E36001528","Aged 25-29",5
"Mere","E36001529","Aged 16-24",5
"Mere","E36001529","Aged 25-29",5
"Minety","E36001530","Aged 16-24",5
"Minety","E36001530","Aged 25-29",5
"Nadder and East Knoyle","E36001531","Aged 16-24",5
"Nadder and East Knoyle","E36001531","Aged 25-29",0
"Pewsey","E36001532","Aged 16-24",10
"Pewsey","E36001532","Aged 25-29",5
"Pewsey Vale","E36001533","Aged 16-24",5
"Pewsey Vale","E36001533","Aged 25-29",0
"Purton","E36001534","Aged 16-24",10
"Purton","E36001534","Aged 25-29",10
"Redlynch and Landford","E36001535","Aged 16-24",5
"Redlynch and Landford","E36001535","Aged 25-29",0
"Roundway","E36001536","Aged 16-24",20
"Roundway","E36001536","Aged 25-29",5
"Salisbury Bemerton","E36001537","Aged 16-24",45
"Salisbury Bemerton","E36001537","Aged 25-29",25
"Salisbury Fisherton and Bemerton Village","E36001538","Aged 16-24",10
"Salisbury Fisherton and Bemerton Village","E36001538","Aged 25-29",10
"Salisbury Harnham","E36001539","Aged 16-24",5
"Salisbury Harnham","E36001539","Aged 25-29",5
"Salisbury St Edmund and Milford","E36001540","Aged 16-24",15
"Salisbury St Edmund and Milford","E36001540","Aged 25-29",15
"Salisbury St Francis and Stratford","E36001541","Aged 16-24",5
"Salisbury St Francis and Stratford","E36001541","Aged 25-29",5
"Salisbury St Mark's and Bishopdown","E36001542","Aged 16-24",10
"Salisbury St Mark's and Bishopdown","E36001542","Aged 25-29",5
"Salisbury St Martin's and Cathedral","E36001543","Aged 16-24",20
"Salisbury St Martin's and Cathedral","E36001543","Aged 25-29",20
"Salisbury St Paul's","E36001544","Aged 16-24",15
"Salisbury St Paul's","E36001544","Aged 25-29",10
"Sherston","E36001545","Aged 16-24",5
"Sherston","E36001545","Aged 25-29",0
"Southwick","E36001546","Aged 16-24",5
"Southwick","E36001546","Aged 25-29",5
"Summerham and Seend","E36001547","Aged 16-24",10
"Summerham and Seend","E36001547","Aged 25-29",0
"The Collingbournes and Netheravon","E36001548","Aged 16-24",5
"The Collingbournes and Netheravon","E36001548","Aged 25-29",5
"The Lavingtons and Erlestoke","E36001549","Aged 16-24",5
"The Lavingtons and Erlestoke","E36001549","Aged 25-29",0
"Tidworth","E36001550","Aged 16-24",15
"Tidworth","E36001550","Aged 25-29",10
"Till and Wylye Valley","E36001551","Aged 16-24",5
"Till and Wylye Valley","E36001551","Aged 25-29",0
"Tisbury","E36001552","Aged 16-24",5
"Tisbury","E36001552","Aged 25-29",5
"Trowbridge Adcroft","E36001553","Aged 16-24",20
"Trowbridge Adcroft","E36001553","Aged 25-29",15
"Trowbridge Central","E36001554","Aged 16-24",20
"Trowbridge Central","E36001554","Aged 25-29",20
"Trowbridge Drynham","E36001555","Aged 16-24",5
"Trowbridge Drynham","E36001555","Aged 25-29",5
"Trowbridge Grove","E36001556","Aged 16-24",10
"Trowbridge Grove","E36001556","Aged 25-29",5
"Trowbridge Lambrok","E36001557","Aged 16-24",20
"Trowbridge Lambrok","E36001557","Aged 25-29",15
"Trowbridge Park","E36001558","Aged 16-24",15
"Trowbridge Park","E36001558","Aged 25-29",10
"Trowbridge Paxcroft","E36001559","Aged 16-24",10
"Trowbridge Paxcroft","E36001559","Aged 25-29",10
"Urchfont and The Cannings","E36001560","Aged 16-24",5
"Urchfont and The Cannings","E36001560","Aged 25-29",5
"Warminster Broadway","E36001561","Aged 16-24",5
"Warminster Broadway","E36001561","Aged 25-29",5
"Warminster Copheap and Wylye","E36001562","Aged 16-24",5
"Warminster Copheap and Wylye","E36001562","Aged 25-29",0
"Warminster East","E36001563","Aged 16-24",15
"Warminster East","E36001563","Aged 25-29",10
"Warminster West","E36001564","Aged 16-24",10
"Warminster West","E36001564","Aged 25-29",5
"Warminster Without","E36001565","Aged 16-24",5
"Warminster Without","E36001565","Aged 25-29",0
"West Selkley","E36001566","Aged 16-24",0
"West Selkley","E36001566","Aged 25-29",5
"Westbury East","E36001567","Aged 16-24",5
"Westbury East","E36001567","Aged 25-29",5
"Westbury North","E36001568","Aged 16-24",15
"Westbury North","E36001568","Aged 25-29",5
"Westbury West","E36001569","Aged 16-24",25
"Westbury West","E36001569","Aged 25-29",15
"Wilton and Lower Wylye Valley","E36001570","Aged 16-24",10
"Wilton and Lower Wylye Valley","E36001570","Aged 25-29",5
"Winsley and Westwood","E36001571","Aged 16-24",0
"Winsley and Westwood","E36001571","Aged 25-29",0
"Winterslow","E36001572","Aged 16-24",5
"Winterslow","E36001572","Aged 25-29",0
"Wootton Bassett East","E36001573","Aged 16-24",5
"Wootton Bassett East","E36001573","Aged 25-29",0
"Wootton Bassett North","E36001574","Aged 16-24",10
"Wootton Bassett North","E36001574","Aged 25-29",5
"Wootton Bassett South","E36001575","Aged 16-24",15
"Wootton Bassett South","E36001575","Aged 25-29",10
"Axminster Rural","E36002207","Aged 16-24",5
"Axminster Rural","E36002207","Aged 25-29",10
"Axminster Town","E36002208","Aged 16-24",10
"Axminster Town","E36002208","Aged 25-29",10
"Beer and Branscombe","E36002209","Aged 16-24",0
"Beer and Branscombe","E36002209","Aged 25-29",0
"Broadclyst","E36002210","Aged 16-24",10
"Broadclyst","E36002210","Aged 25-29",10
"Budleigh","E36002211","Aged 16-24",5
"Budleigh","E36002211","Aged 25-29",0
"Clyst Valley","E36002212","Aged 16-24",5
"Clyst Valley","E36002212","Aged 25-29",0
"Coly Valley","E36002213","Aged 16-24",15
"Coly Valley","E36002213","Aged 25-29",5
"Dunkeswell","E36002214","Aged 16-24",0
"Dunkeswell","E36002214","Aged 25-29",0
"Exe Valley","E36002215","Aged 16-24",5
"Exe Valley","E36002215","Aged 25-29",0
"Exmouth Brixington","E36002216","Aged 16-24",5
"Exmouth Brixington","E36002216","Aged 25-29",5
"Exmouth Halsdon","E36002217","Aged 16-24",5
"Exmouth Halsdon","E36002217","Aged 25-29",5
"Exmouth Littleham","E36002218","Aged 16-24",15
"Exmouth Littleham","E36002218","Aged 25-29",10
"Exmouth Town","E36002219","Aged 16-24",15
"Exmouth Town","E36002219","Aged 25-29",10
"Exmouth Withycombe Raleigh","E36002220","Aged 16-24",20
"Exmouth Withycombe Raleigh","E36002220","Aged 25-29",10
"Feniton and Buckerell","E36002221","Aged 16-24",5
"Feniton and Buckerell","E36002221","Aged 25-29",0
"Honiton St Michael's","E36002222","Aged 16-24",25
"Honiton St Michael's","E36002222","Aged 25-29",10
"Honiton St Paul's","E36002223","Aged 16-24",10
"Honiton St Paul's","E36002223","Aged 25-29",10
"Newbridges","E36002224","Aged 16-24",0
"Newbridges","E36002224","Aged 25-29",0
"Newton Poppleford and Harpford","E36002225","Aged 16-24",5
"Newton Poppleford and Harpford","E36002225","Aged 25-29",0
"Otterhead","E36002226","Aged 16-24",0
"Otterhead","E36002226","Aged 25-29",0
"Ottery St Mary Rural","E36002227","Aged 16-24",0
"Ottery St Mary Rural","E36002227","Aged 25-29",0
"Ottery St Mary Town","E36002228","Aged 16-24",5
"Ottery St Mary Town","E36002228","Aged 25-29",5
"Raleigh","E36002229","Aged 16-24",5
"Raleigh","E36002229","Aged 25-29",0
"Seaton","E36002230","Aged 16-24",5
"Seaton","E36002230","Aged 25-29",10
"Sidmouth Rural","E36002231","Aged 16-24",5
"Sidmouth Rural","E36002231","Aged 25-29",0
"Sidmouth Sidford","E36002232","Aged 16-24",10
"Sidmouth Sidford","E36002232","Aged 25-29",10
"Sidmouth Town","E36002233","Aged 16-24",0
"Sidmouth Town","E36002233","Aged 25-29",5
"Tale Vale","E36002234","Aged 16-24",5
"Tale Vale","E36002234","Aged 25-29",0
"Trinity","E36002235","Aged 16-24",0
"Trinity","E36002235","Aged 25-29",0
"Whimple","E36002236","Aged 16-24",0
"Whimple","E36002236","Aged 25-29",0
"Woodbury and Lympstone","E36002237","Aged 16-24",0
"Woodbury and Lympstone","E36002237","Aged 25-29",0
"Yarty","E36002238","Aged 16-24",0
"Yarty","E36002238","Aged 25-29",0
"Alphington","E36002239","Aged 16-24",15
"Alphington","E36002239","Aged 25-29",5
"Cowick","E36002240","Aged 16-24",15
"Cowick","E36002240","Aged 25-29",5
"Duryard","E36002241","Aged 16-24",5
"Duryard","E36002241","Aged 25-29",5
"Exwick","E36002242","Aged 16-24",10
"Exwick","E36002242","Aged 25-29",15
"Heavitree","E36002243","Aged 16-24",10
"Heavitree","E36002243","Aged 25-29",5
"Mincinglake","E36002244","Aged 16-24",15
"Mincinglake","E36002244","Aged 25-29",10
"Newtown","E36002245","Aged 16-24",15
"Newtown","E36002245","Aged 25-29",10
"Pennsylvania","E36002246","Aged 16-24",5
"Pennsylvania","E36002246","Aged 25-29",0
"Pinhoe","E36002247","Aged 16-24",15
"Pinhoe","E36002247","Aged 25-29",10
"Polsloe","E36002248","Aged 16-24",10
"Polsloe","E36002248","Aged 25-29",5
"Priory","E36002249","Aged 16-24",25
"Priory","E36002249","Aged 25-29",10
"St David's","E36002250","Aged 16-24",55
"St David's","E36002250","Aged 25-29",20
"St James","E36002251","Aged 16-24",10
"St James","E36002251","Aged 25-29",10
"St Leonard's","E36002252","Aged 16-24",0
"St Leonard's","E36002252","Aged 25-29",5
"St Loyes","E36002253","Aged 16-24",5
"St Loyes","E36002253","Aged 25-29",10
"St Thomas","E36002254","Aged 16-24",20
"St Thomas","E36002254","Aged 25-29",5
"Topsham","E36002255","Aged 16-24",15
"Topsham","E36002255","Aged 25-29",5
"Whipton & Barton","E36002256","Aged 16-24",20
"Whipton & Barton","E36002256","Aged 25-29",15
"Boniface","E36002257","Aged 16-24",10
"Boniface","E36002257","Aged 25-29",5
"Bradninch","E36002258","Aged 16-24",5
"Bradninch","E36002258","Aged 25-29",0
"Cadbury","E36002259","Aged 16-24",0
"Cadbury","E36002259","Aged 25-29",0
"Canonsleigh","E36002260","Aged 16-24",5
"Canonsleigh","E36002260","Aged 25-29",0
"Castle","E36002261","Aged 16-24",10
"Castle","E36002261","Aged 25-29",10
"Clare and Shuttern","E36002262","Aged 16-24",0
"Clare and Shuttern","E36002262","Aged 25-29",0
"Cranmore","E36002263","Aged 16-24",15
"Cranmore","E36002263","Aged 25-29",10
"Cullompton North","E36002264","Aged 16-24",5
"Cullompton North","E36002264","Aged 25-29",5
"Cullompton Outer","E36002265","Aged 16-24",5
"Cullompton Outer","E36002265","Aged 25-29",0
"Cullompton South","E36002266","Aged 16-24",5
"Cullompton South","E36002266","Aged 25-29",5
"Halberton","E36002267","Aged 16-24",0
"Halberton","E36002267","Aged 25-29",0
"Lawrence","E36002268","Aged 16-24",10
"Lawrence","E36002268","Aged 25-29",5
"Lower Culm","E36002269","Aged 16-24",5
"Lower Culm","E36002269","Aged 25-29",10
"Lowman","E36002270","Aged 16-24",25
"Lowman","E36002270","Aged 25-29",10
"Newbrooke","E36002271","Aged 16-24",0
"Newbrooke","E36002271","Aged 25-29",0
"Sandford and Creedy","E36002272","Aged 16-24",0
"Sandford and Creedy","E36002272","Aged 25-29",0
"Silverton","E36002273","Aged 16-24",0
"Silverton","E36002273","Aged 25-29",0
"Taw","E36002274","Aged 16-24",0
"Taw","E36002274","Aged 25-29",0
"Taw Vale","E36002275","Aged 16-24",15
"Taw Vale","E36002275","Aged 25-29",5
"Upper Culm","E36002276","Aged 16-24",5
"Upper Culm","E36002276","Aged 25-29",0
"Upper Yeo","E36002277","Aged 16-24",5
"Upper Yeo","E36002277","Aged 25-29",0
"Way","E36002278","Aged 16-24",0
"Way","E36002278","Aged 25-29",0
"Westexe","E36002279","Aged 16-24",15
"Westexe","E36002279","Aged 25-29",10
"Yeo","E36002280","Aged 16-24",5
"Yeo","E36002280","Aged 25-29",5
"Bickington and Roundswell","E36002281","Aged 16-24",10
"Bickington and Roundswell","E36002281","Aged 25-29",10
"Bishop's Nympton","E36002282","Aged 16-24",0
"Bishop's Nympton","E36002282","Aged 25-29",0
"Bratton Fleming","E36002283","Aged 16-24",0
"Bratton Fleming","E36002283","Aged 25-29",0
"Braunton East","E36002284","Aged 16-24",5
"Braunton East","E36002284","Aged 25-29",0
"Braunton West","E36002285","Aged 16-24",5
"Braunton West","E36002285","Aged 25-29",0
"Central Town","E36002286","Aged 16-24",30
"Central Town","E36002286","Aged 25-29",20
"Chittlehampton","E36002287","Aged 16-24",0
"Chittlehampton","E36002287","Aged 25-29",0
"Chulmleigh","E36002288","Aged 16-24",5
"Chulmleigh","E36002288","Aged 25-29",5
"Combe Martin","E36002289","Aged 16-24",5
"Combe Martin","E36002289","Aged 25-29",5
"Forches and Whiddon Valley","E36002290","Aged 16-24",20
"Forches and Whiddon Valley","E36002290","Aged 25-29",15
"Fremington","E36002291","Aged 16-24",10
"Fremington","E36002291","Aged 25-29",10
"Georgeham and Mortehoe","E36002292","Aged 16-24",0
"Georgeham and Mortehoe","E36002292","Aged 25-29",0
"Heanton Punchardon","E36002293","Aged 16-24",5
"Heanton Punchardon","E36002293","Aged 25-29",5
"Ilfracombe Central","E36002294","Aged 16-24",25
"Ilfracombe Central","E36002294","Aged 25-29",15
"Ilfracombe East","E36002295","Aged 16-24",5
"Ilfracombe East","E36002295","Aged 25-29",5
"Ilfracombe West","E36002296","Aged 16-24",10
"Ilfracombe West","E36002296","Aged 25-29",5
"Instow","E36002297","Aged 16-24",0
"Instow","E36002297","Aged 25-29",0
"Landkey, Swimbridge and Taw","E36002298","Aged 16-24",10
"Landkey, Swimbridge and Taw","E36002298","Aged 25-29",0
"Longbridge","E36002299","Aged 16-24",10
"Longbridge","E36002299","Aged 25-29",5
"Lynton and Lynmouth","E36002300","Aged 16-24",0
"Lynton and Lynmouth","E36002300","Aged 25-29",5
"Marwood","E36002301","Aged 16-24",5
"Marwood","E36002301","Aged 25-29",0
"Newport","E36002302","Aged 16-24",20
"Newport","E36002302","Aged 25-29",10
"North Molton","E36002303","Aged 16-24",0
"North Molton","E36002303","Aged 25-29",0
"Pilton","E36002304","Aged 16-24",5
"Pilton","E36002304","Aged 25-29",0
"South Molton","E36002305","Aged 16-24",15
"South Molton","E36002305","Aged 25-29",10
"Witheridge","E36002306","Aged 16-24",5
"Witheridge","E36002306","Aged 25-29",0
"Yeo Valley","E36002307","Aged 16-24",15
"Yeo Valley","E36002307","Aged 25-29",5
"Allington and Loddiswell","E36002308","Aged 16-24",0
"Allington and Loddiswell","E36002308","Aged 25-29",0
"Avon and Harbourne","E36002309","Aged 16-24",0
"Avon and Harbourne","E36002309","Aged 25-29",5
"Bickleigh and Shaugh","E36002310","Aged 16-24",5
"Bickleigh and Shaugh","E36002310","Aged 25-29",0
"Charterlands","E36002311","Aged 16-24",0
"Charterlands","E36002311","Aged 25-29",0
"Cornwood and Sparkwell","E36002312","Aged 16-24",5
"Cornwood and Sparkwell","E36002312","Aged 25-29",5
"Dartington","E36002313","Aged 16-24",0
"Dartington","E36002313","Aged 25-29",0
"Dartmouth and Kingswear","E36002314","Aged 16-24",0
"Dartmouth and Kingswear","E36002314","Aged 25-29",5
"Dartmouth Townstal","E36002315","Aged 16-24",5
"Dartmouth Townstal","E36002315","Aged 25-29",5
"East Dart","E36002316","Aged 16-24",0
"East Dart","E36002316","Aged 25-29",0
"Eastmoor","E36002317","Aged 16-24",0
"Eastmoor","E36002317","Aged 25-29",0
"Erme Valley","E36002318","Aged 16-24",5
"Erme Valley","E36002318","Aged 25-29",10
"Ivybridge Central","E36002319","Aged 16-24",10
"Ivybridge Central","E36002319","Aged 25-29",0
"Ivybridge Filham","E36002320","Aged 16-24",10
"Ivybridge Filham","E36002320","Aged 25-29",5
"Ivybridge Woodlands","E36002321","Aged 16-24",5
"Ivybridge Woodlands","E36002321","Aged 25-29",5
"Kingsbridge East","E36002322","Aged 16-24",0
"Kingsbridge East","E36002322","Aged 25-29",0
"Kingsbridge North","E36002323","Aged 16-24",5
"Kingsbridge North","E36002323","Aged 25-29",0
"Marldon","E36002324","Aged 16-24",5
"Marldon","E36002324","Aged 25-29",0
