GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05001902,25,,,,,Draperstown,95TT04,5,Muxton
E05001903,5,,,,,Glebe (Magherafelt LGD),95TT05,10,Newport East
E05001904,5,,,,,Gulladuff,95TT06,10,Newport North
E05001905,0,,,,,Knockcloghrim,95TT07,5,Newport South
E05001906,10,,,,,Lecumpher,95TT08,5,Newport West
E05001907,5,,,,,Lower Glenshane,95TT09,10,Park
E05001908,20,,,,,Maghera,95TT10,5,Priorslee
E05001910,5,,,,,Swatragh,95TT11,10,Shawbirch
E05001909,25,,,,,Tobermore,95TT12,10,St Georges
E05001911,75,,,,,Town Parks East,95TT13,20,The Nedge
E05001912,80,,,,,Town Parks West,95TT14,15,Woodside
E05001913,10,,,,,Upperlands,95TT15,10,Wrockwardine
E05001914,20,,,,,Valley (Magherafelt LGD),95TT16,5,Wrockwardine Wood and Trench
E05008714,65,,,,,Armoy,95UU01,5,Abbey Hulton and Townsend
E05008715,55,,,,,Ballylough,95UU02,0,"Baddeley, Milton and Norton"
E05008716,80,,,,,Bonamargy and Rathlin,95UU03,0,Bentilee and Ubberley
E05008717,60,,,,,Bushmills,95UU04,10,Birches Head and Central Forest Park
E05008718,15,,,,,Carnmoon,95UU05,0,Blurton East
E05008719,30,,,,,Dalriada,95UU06,5,Blurton West and Newstead
E05008720,35,,,,,Dunseverick,95UU07,0,Boothen and Oak Hill
E05008721,35,,,,,Glenaan,95UU08,5,Bradeley and Chell Heath
E05008722,10,,,,,Glenariff,95UU09,0,Broadway and Longton East
E05008723,45,,,,,Glendun,95UU10,0,Burslem Central
E05008724,35,,,,,Glenshesk,95UU11,0,Burslem Park
E05008725,25,,,,,Glentaisie,95UU12,10,Dresden and Florence
E05008726,15,,,,,Kinbane,95UU13,0,Eaton Park
E05008727,35,,,,,Knocklayd,95UU14,5,Etruria and Hanley
E05008728,45,,,,,Moss-Side and Moyarget,95UU15,5,Fenton East
E05008729,30,,,,,Annalong,95VV01,10,Fenton West and Mount Pleasant
E05008730,40,,,,,Ballybot,95VV02,10,Ford Green and Smallthorne
E05008731,25,,,,,Bessbrook,95VV03,10,Goldenhill and Sandyford
E05008732,45,,,,,Binnian,95VV04,5,Great Chell and Packmoor
E05008733,10,,,,,Burren and Kilbroney,95VV05,5,Hanford and Trentham
E05008734,35,,,,,Camlough,95VV06,10,Hanley Park and Shelton
E05008735,30,,,,,Clonallan,95VV07,15,Hartshill and Basford
E05008736,30,,,,,Creggan,95VV08,10,Hollybush and Longton West
E05008737,100,,,,,Crossmaglen,95VV09,5,Joiner's Square
E05008738,25,,,,,Daisy Hill,95VV10,15,Lightwood North and Normacot
E05008739,50,,,,,Derryleckagh,95VV11,5,Little Chell and Stanfield
E05008740,10,,,,,Derrymore,95VV12,10,Meir Hay
E05008741,35,,,,,Donaghmore (Newry and Mourne LGD),95VV13,5,Meir North
E05008742,0,,,,,Drumalane,95VV14,15,Meir Park
E05008743,40,,,,,Drumgullion,95VV15,25,Meir South
E05008744,45,,,,,Fathom,95VV16,10,Moorcroft
E05008745,25,,,,,Forkhill,95VV17,15,Penkhull and Stoke
E05008746,45,,,,,Kilkeel Central,95VV18,25,Sandford Hill
E05008747,10,,,,,Kilkeel South,95VV19,15,Sneyd Green
E05008748,30,,,,,Lisnacree,95VV20,5,Springfields and Trent Vale
E05008749,30,,,,,Mayobridge,95VV21,10,Tunstall
E05008750,15,,,,,Newtownhamilton,95VV22,15,Weston Coyney
E05001935,20,,,,,Rostrevor,95VV23,5,Abbey
E05001936,5,,,,,Seaview,95VV24,10,Bathavon North
E05001937,0,,,,,Silver Bridge,95VV25,10,Bathavon South
E05001938,0,,,,,Spelga,95VV26,5,Bathavon West
E05001939,0,,,,,St Mary's,95VV27,5,Bathwick
E05001940,0,,,,,St Patrick's,95VV28,10,Chew Valley North
E05001941,0,,,,,Tullyhappy,95VV29,0,Chew Valley South
E05001942,0,,,,,Windsor Hill,95VV30,5,Clutton
E05001943,15,,,,,Abbey,95WW01,5,Combe Down
E05001944,0,,,,,Ballyclare North,95WW02,15,Farmborough
E05001945,5,,,,,Ballyclare South,95WW03,10,High Littleton
E05001946,5,,,,,Ballyduff,95WW04,10,Keynsham East
E05001947,10,,,,,Ballyhenry,95WW05,5,Keynsham North
E05001948,15,,,,,Ballynure,95WW06,10,Keynsham South
E05001949,15,,,,,Ballyrobert,95WW07,5,Kingsmead
E05001950,5,,,,,Burnthill,95WW08,0,Lambridge
E05001951,5,,,,,Carnmoney,95WW09,5,Lansdown
E05001952,5,,,,,Cloughfern,95WW10,15,Lyncombe
E05001953,5,,,,,Collinbridge,95WW11,5,Mendip
E05001954,10,,,,,Coole,95WW12,10,Midsomer Norton North
E05001955,10,,,,,Doagh,95WW13,5,Midsomer Norton Redfield
E05001956,5,,,,,Dunanney,95WW14,15,Newbridge
E05001957,25,,,,,Glebe (Newtownabbey LGD),95WW15,5,Odd Down
E05001958,15,,,,,Glengormley,95WW16,15,Oldfield
E05001959,15,,,,,Hawthorne,95WW17,10,Paulton
E05001960,15,,,,,Hightown,95WW18,5,Peasedown
E05001961,5,,,,,Jordanstown,95WW19,10,Publow and Whitchurch
E05001962,20,,,,,Mallusk,95WW20,15,Radstock
E05001963,5,,,,,Monkstown,95WW21,25,Saltford
E05001964,20,,,,,Mossley,95WW22,10,Southdown
E05001965,0,,,,,Rostulla,95WW23,5,Timsbury
E05001966,50,,,,,Valley (Newtownabbey LGD),95WW24,25,Twerton
E05001967,15,,,,,Whitehouse,95WW25,10,Walcot
E05001968,15,,,,,Ballycrochan,95XX01,10,Westfield
E05001969,15,,,,,Ballyholme,95XX02,0,Westmoreland
E05001970,10,,,,,Ballymaconnell,95XX03,5,Weston
E05001971,15,,,,,Ballymagee,95XX04,5,Widcombe
E05001972,60,,,,,Bangor Castle,95XX05,5,Ashley
E05001973,45,,,,,Bloomfield (North Down LGD),95XX06,20,Avonmouth
E05001974,25,,,,,Broadway,95XX07,10,Bedminster
E05001975,30,,,,,Bryansburn,95XX08,0,Bishopston
E05001976,55,,,,,Churchill,95XX09,10,Bishopsworth
E05001977,35,,,,,Clandeboye,95XX10,20,Brislington East
E05001978,20,,,,,Conlig,95XX11,10,Brislington West
E05001979,45,,,,,Craigavad,95XX12,0,Cabot
E05001980,15,,,,,Crawfordsburn,95XX13,5,Clifton
E05001981,5,,,,,Cultra,95XX14,0,Clifton East
E05001982,10,,,,,Dufferin,95XX15,15,Cotham
E05001983,50,,,,,Groomsport,95XX16,0,Easton
E05001984,40,,,,,Harbour (North Down LGD),95XX17,20,Eastville
E05001985,90,,,,,Holywood Demesne,95XX18,10,Filwood
E05001986,30,,,,,Holywood Priory,95XX19,5,Frome Vale
E05001987,65,,,,,Loughview,95XX20,10,Hartcliffe
E05001988,40,,,,,Princetown,95XX21,0,Henbury
E05001989,25,,,,,Rathgael,95XX22,10,Hengrove
E05001990,5,,,,,Silverstream,95XX23,10,Henleaze
E05001991,50,,,,,Spring Hill,95XX24,5,Hillfields
E05001992,35,,,,,Whitehill,95XX25,15,Horfield
E05001993,45,,,,,Beragh,95YY01,10,Kingsweston
E05001994,40,,,,,Camowen,95YY02,10,Knowle
E05001995,145,,,,,Clanabogan,95YY03,10,Lawrence Hill
E05001996,65,,,,,Coolnagard,95YY04,15,Lockleaze
E05001997,15,,,,,Dergmoney,95YY05,10,Redland
E05002000,65,,,,,Dromore,95YY06,10,Southmead
E05002001,40,,,,,Drumnakilly,95YY07,10,Southville
E05001998,35,,,,,Drumquin,95YY08,5,St George East
E05001999,40,,,,,Drumragh,95YY09,5,St George West
E05002002,30,,,,,Fairy Water,95YY10,0,Stockwood
E05002003,10,,,,,Fintona,95YY11,15,Stoke Bishop
E05002004,5,,,,,Gortin,95YY12,5,Westbury-on-Trym
E05002005,65,,,,,Gortrush,95YY13,10,Whitchurch Park
E05002006,60,,,,,Killyclogher,95YY14,15,Windmill Hill
E05008601,5,,,,,Lisanelly,95YY15,25,Backwell
E05008602,25,,,,,Newtownsaville,95YY16,5,Banwell and Winscombe
E05002009,0,,,,,Owenkillew,95YY17,5,Blagdon and Churchill
E05002010,5,,,,,Sixmilecross,95YY18,5,Clevedon Central
E05002011,5,,,,,Strule,95YY19,5,Clevedon East
E05002012,0,,,,,Termon,95YY20,5,Clevedon North
E05002013,5,,,,,Trillick,95YY21,5,Clevedon South
E05002014,0,,,,,Artigarvan,95ZZ01,10,Clevedon Walton
E05002015,5,,,,,Ballycolman,95ZZ02,15,Clevedon West
E05002016,0,,,,,Castlederg,95ZZ03,15,Clevedon Yeo
E05002017,10,,,,,Clare,95ZZ04,5,Congresbury
E05002018,0,,,,,Dunnamanagh,95ZZ05,10,Easton-in-Gordano
E05002019,0,,,,,East,95ZZ06,30,Gordano
E05008603,10,,,,,Finn,95ZZ07,20,Hutton and Locking
E05008604,10,,,,,Glenderg,95ZZ08,10,Kewstoke
E05002022,5,,,,,Newtownstewart,95ZZ09,10,Nailsea East
E05002023,15,,,,,North,95ZZ10,25,Nailsea North and West
E05002024,5,,,,,Plumbridge,95ZZ11,5,Pill
E05002025,5,,,,,Sion Mills,95ZZ12,15,Portishead Central
E05002026,0,,,,,Slievekirk,95ZZ13,10,Portishead Coast
E05002027,0,,,,,South,95ZZ14,20,Portishead East
E05002028,0,,,,,Victoria Bridge,95ZZ15,15,Portishead Redcliffe Bay
E05002029,5,,,,,West,95ZZ16,30,Portishead South and North Weston
E05002030,10,,,,,,,,Portishead West
E05002031,60,,,,,,,,Weston-super-Mare Central
E05008605,35,,,,,,,,Weston-super-Mare Clarence and Uphill
E05008606,50,,,,,,,,Weston-super-Mare East
E05002034,25,,,,,,,,Weston-super-Mare Milton and Old Worle
E05008607,20,,,,,,,,Weston-super-Mare North Worle
E05002036,105,,,,,,,,Weston-super-Mare South
E05002037,25,,,,,,,,Weston-super-Mare South Worle
E05002038,30,,,,,,,,Weston-super-Mare West
E05008608,0,,,,,,,,Winford
E05002040,15,,,,,,,,Wraxall and Long Ashton
E05008609,0,,,,,,,,Wrington
E05002042,20,,,,,,,,Yatton
E05002043,5,,,,,,,,Almondsbury
E05002044,5,,,,,,,,Bitton
E05002045,10,,,,,,,,Boyd Valley
E05002046,10,,,,,,,,Bradley Stoke Central and Stoke Lodge
E05002047,0,,,,,,,,Bradley Stoke North
E05002048,5,,,,,,,,Bradley Stoke South
E05002049,5,,,,,,,,Charfield
E05002050,5,,,,,,,,Chipping Sodbury
E05002051,5,,,,,,,,Cotswold Edge
E05002052,15,,,,,,,,Dodington
E05002053,10,,,,,,,,Downend
E05002054,20,,,,,,,,Emersons Green
E05002055,35,,,,,,,,Filton
E05002056,10,,,,,,,,Frampton Cotterell
E05002057,20,,,,,,,,Frenchay and Stoke Park
E05002058,15,,,,,,,,Hanham
E05002059,35,,,,,,,,Kings Chase
E05002060,5,,,,,,,,Ladden Brook
E05002061,10,,,,,,,,Longwell Green
E05002062,10,,,,,,,,Oldland Common
E05002063,20,,,,,,,,Parkwall
E05002064,35,,,,,,,,Patchway
E05002065,5,,,,,,,,Pilning and Severn Beach
E05002066,20,,,,,,,,Rodway
E05002067,0,,,,,,,,Severn
E05002068,15,,,,,,,,Siston
E05002069,25,,,,,,,,Staple Hill
E05002070,25,,,,,,,,Stoke Gifford
E05002071,5,,,,,,,,Thornbury North
E05002072,10,,,,,,,,Thornbury South and Alveston
E05002073,5,,,,,,,,Westerleigh
E05002074,10,,,,,,,,Winterbourne
E05002075,30,,,,,,,,Woodstock
E05002076,30,,,,,,,,Yate Central
E05002077,20,,,,,,,,Yate North
E05002078,60,,,,,,,,Budshead
E05002079,40,,,,,,,,Compton
E05002080,110,,,,,,,,Devonport
E05002081,55,,,,,,,,Drake
E05002082,100,,,,,,,,Efford and Lipson
E05002083,20,,,,,,,,Eggbuckland
E05002084,75,,,,,,,,Ham
E05002085,85,,,,,,,,Honicknowle
E05002086,25,,,,,,,,Moor View
E05002087,20,,,,,,,,Peverell
E05002088,10,,,,,,,,Plympton Chaddlewood
E05002089,15,,,,,,,,Plympton Erle
E05002090,20,,,,,,,,Plympton St Mary
E05002091,20,,,,,,,,Plymstock Dunstone
E05002092,20,,,,,,,,Plymstock Radford
E05002095,50,,,,,,,,Southway
E05002093,85,,,,,,,,St Budeaux
E05002094,170,,,,,,,,St Peter and the Waterfront
E05002096,75,,,,,,,,Stoke
E05002097,105,,,,,,,,Sutton and Mount Gould
E05002098,15,,,,,,,,Berry Head-with-Furzeham
E05002099,45,,,,,,,,Blatchcombe
E05002100,5,,,,,,,,Churston-with-Galmpton
E05002101,20,,,,,,,,Clifton-with-Maidenway
E05002102,30,,,,,,,,Cockington-with-Chelston
E05002103,50,,,,,,,,Ellacombe
E05002104,5,,,,,,,,Goodrington-with-Roselands
E05002105,20,,,,,,,,Preston
E05002106,45,,,,,,,,Roundham-with-Hyde
E05002109,20,,,,,,,,Shiphay-with-the-Willows
E05002107,35,,,,,,,,St Marychurch
E05002108,20,,,,,,,,St Mary's-with-Summercombe
E05002110,85,,,,,,,,Tormohun
E05002111,35,,,,,,,,Watcombe
E05002112,20,,,,,,,,Wellswood
E05002113,30,,,,,,,,Boscombe East
E05002114,40,,,,,,,,Boscombe West
E05002115,50,,,,,,,,Central
E05002116,70,,,,,,,,East Cliff and Springbourne
E05002117,10,,,,,,,,East Southbourne and Tuckton
E05002118,45,,,,,,,,Kinson North
E05002119,55,,,,,,,,Kinson South
E05002120,5,,,,,,,,Littledown and Iford
E05002121,10,,,,,,,,Moordown
E05002122,35,,,,,,,,Queen's Park
E05002123,20,,,,,,,,Redhill and Northbourne
E05002124,35,,,,,,,,Strouden Park
E05002125,15,,,,,,,,Talbot and Branksome Woods
E05002126,15,,,,,,,,Throop and Muscliff
E05002127,25,,,,,,,,Wallisdown and Winton West
E05002128,20,,,,,,,,West Southbourne
E05002129,30,,,,,,,,Westbourne and West Cliff
E05002130,40,,,,,,,,Winton East
E05002131,40,,,,,,,,Alderney
E05002132,10,,,,,,,,Branksome East
E05002133,15,,,,,,,,Branksome West
E05002134,5,,,,,,,,Broadstone
E05002135,5,,,,,,,,Canford Cliffs
E05002136,10,,,,,,,,Canford Heath East
E05002137,10,,,,,,,,Canford Heath West
E05002138,30,,,,,,,,Creekmoor
E05002139,20,,,,,,,,Hamworthy East
E05002140,30,,,,,,,,Hamworthy West
E05002141,15,,,,,,,,Merley and Bearwood
E05002142,35,,,,,,,,Newtown
E05002143,20,,,,,,,,Oakdale
E05002144,15,,,,,,,,Parkstone
E05002145,20,,,,,,,,Penn Hill
E05002146,40,,,,,,,,Poole Town
E05002147,35,,,,,,,,Abbey Meads
E05002148,5,,,,,,,,Blunsdon
E05002149,40,,,,,,,,Central
E05002150,20,,,,,,,,Covingham and Nythe
E05002151,30,,,,,,,,Dorcan
E05002152,50,,,,,,,,Eastcott
E05002153,20,,,,,,,,Freshbrook and Grange Park
E05002154,50,,,,,,,,Gorse Hill and Pinehurst
E05002155,15,,,,,,,,Haydon Wick
E05002156,20,,,,,,,,Highworth
E05002157,30,,,,,,,,Moredon
E05002158,45,,,,,,,,Old Town and Lawn
E05002159,60,,,,,,,,Parks
E05002160,65,,,,,,,,Penhill
E05002161,0,,,,,,,,Ridgeway
E05002164,15,,,,,,,,Shaw and Nine Elms
E05002162,15,,,,,,,,St Margaret
E05002163,25,,,,,,,,St Philip
E05002165,25,,,,,,,,Toothill and Westlea
E05002166,50,,,,,,,,Walcot
E05002167,25,,,,,,,,Western
E05002168,15,,,,,,,,Wroughton and Chiseldon
E05002169,0,,,,,,,,Barnack
E05002170,55,,,,,,,,Bretton North
E05002171,10,,,,,,,,Bretton South
E05002172,65,,,,,,,,Central
E05002173,75,,,,,,,,Dogsthorpe
E05002174,85,,,,,,,,East
E05002175,20,,,,,,,,Eye and Thorney
E05002176,60,,,,,,,,Fletton and Woodston
E05002177,10,,,,,,,,Glinton and Wittering
E05002178,0,,,,,,,,Newborough
E05002179,30,,,,,,,,North
E05002180,0,,,,,,,,Northborough
E05002181,60,,,,,,,,Orton Longueville
E05002182,25,,,,,,,,Orton Waterville
E05002183,50,,,,,,,,Orton with Hampton
E05002184,70,,,,,,,,Park
E05002185,40,,,,,,,,Paston
E05002186,60,,,,,,,,Ravensthorpe
E05002187,35,,,,,,,,Stanground Central
E05002188,15,,,,,,,,Stanground East
E05002189,25,,,,,,,,Walton
E05002190,20,,,,,,,,Werrington North
E05002191,10,,,,,,,,Werrington South
E05002192,30,,,,,,,,West
E05002193,15,,,,,,,,Barnfield
E05002194,50,,,,,,,,Biscot
E05002195,5,,,,,,,,Bramingham
E05002196,45,,,,,,,,Challney
E05002197,25,,,,,,,,Crawley
E05002198,50,,,,,,,,Dallow
E05002199,50,,,,,,,,Farley
E05002200,35,,,,,,,,High Town
E05002201,15,,,,,,,,Icknield
E05002202,40,,,,,,,,Leagrave
E05002203,45,,,,,,,,Lewsey
E05002204,30,,,,,,,,Limbury
E05002205,30,,,,,,,,Northwell
E05002206,30,,,,,,,,Round Green
E05002207,45,,,,,,,,Saints
E05002208,100,,,,,,,,South
E05002209,10,,,,,,,,Stopsley
E05002210,15,,,,,,,,Sundon Park
E05002211,15,,,,,,,,Wigmore
E05002212,20,,,,,,,,Belfairs
E05002213,30,,,,,,,,Blenheim Park
E05002214,30,,,,,,,,Chalkwell
E05002215,20,,,,,,,,Eastwood Park
E05002216,155,,,,,,,,Kursaal
E05002217,10,,,,,,,,Leigh
E05002218,65,,,,,,,,Milton
E05002219,35,,,,,,,,Prittlewell
E05002222,60,,,,,,,,Shoeburyness
E05002223,45,,,,,,,,Southchurch
E05002220,30,,,,,,,,St Laurence
E05002221,35,,,,,,,,St. Luke's
E05002224,15,,,,,,,,Thorpe
E05002225,80,,,,,,,,Victoria
E05002227,5,,,,,,,,West Leigh
E05002228,30,,,,,,,,West Shoebury
E05002226,50,,,,,,,,Westborough
E05002229,30,,,,,,,,Aveley and Uplands
E05002230,55,,,,,,,,Belhus
E05002231,50,,,,,,,,Chadwell St Mary
E05002232,20,,,,,,,,Chafford and North Stifford
E05002233,5,,,,,,,,Corringham and Fobbing
E05002234,25,,,,,,,,East Tilbury
E05002235,60,,,,,,,,Grays Riverside
E05002236,30,,,,,,,,Grays Thurrock
E05002237,20,,,,,,,,Little Thurrock Blackshots
E05002238,10,,,,,,,,Little Thurrock Rectory
E05002239,45,,,,,,,,Ockendon
E05002240,5,,,,,,,,Orsett
E05002241,15,,,,,,,,South Chafford
E05002242,30,,,,,,,,Stanford East and Corringham Town
E05002243,25,,,,,,,,Stanford-le-Hope West
E05002244,10,,,,,,,,Stifford Clays
E05002245,10,,,,,,,,The Homesteads
E05002246,55,,,,,,,,Tilbury Riverside and Thurrock Park
E05002247,60,,,,,,,,Tilbury St Chads
E05002248,60,,,,,,,,West Thurrock and South Stifford
E05002249,110,,,,,,,,Chatham Central
E05002250,5,,,,,,,,Cuxton and Halling
E05002251,145,,,,,,,,Gillingham North
E05002252,130,,,,,,,,Gillingham South
E05002253,10,,,,,,,,Hempstead and Wigmore
E05002254,20,,,,,,,,Lordswood and Capstone
E05002255,100,,,,,,,,Luton and Wayfield
E05002256,45,,,,,,,,Peninsula
E05002257,40,,,,,,,,Princes Park
E05002258,25,,,,,,,,Rainham Central
E05002259,20,,,,,,,,Rainham North
E05002260,25,,,,,,,,Rainham South
E05002261,65,,,,,,,,River
E05002262,45,,,,,,,,Rochester East
E05002263,40,,,,,,,,Rochester South and Horsted
E05002264,45,,,,,,,,Rochester West
E05002265,50,,,,,,,,Strood North
E05002266,40,,,,,,,,Strood Rural
E05002267,85,,,,,,,,Strood South
E05002268,60,,,,,,,,Twydall
E05002269,45,,,,,,,,Walderslade
E05002270,40,,,,,,,,Watling
E05002271,0,,,,,,,,Ascot
E05002272,10,,,,,,,,Binfield with Warfield
E05002273,15,,,,,,,,Bullbrook
E05002274,5,,,,,,,,Central Sandhurst
E05002275,5,,,,,,,,College Town
E05002276,5,,,,,,,,Crown Wood
E05002277,5,,,,,,,,Crowthorne
E05002278,10,,,,,,,,Great Hollands North
E05002279,10,,,,,,,,Great Hollands South
E05002280,15,,,,,,,,Hanworth
E05002281,10,,,,,,,,Harmans Water
E05002282,5,,,,,,,,Little Sandhurst and Wellington
E05002283,45,,,,,,,,Old Bracknell
E05002284,10,,,,,,,,Owlsmoor
E05002285,15,,,,,,,,Priestwood and Garth
E05002286,5,,,,,,,,Warfield Harvest Ride
E05002287,15,,,,,,,,Wildridings and Central
E05002288,5,,,,,,,,Winkfield and Cranbourne
E05002289,0,,,,,,,,Aldermaston
E05002290,0,,,,,,,,Basildon
E05002291,0,,,,,,,,Birch Copse
E05002292,5,,,,,,,,Bucklebury
E05002293,5,,,,,,,,Burghfield
E05002294,20,,,,,,,,Calcot
E05002295,0,,,,,,,,Chieveley
E05002296,20,,,,,,,,Clay Hill
E05002297,0,,,,,,,,Cold Ash
E05002298,5,,,,,,,,Compton
E05002299,5,,,,,,,,Downlands
E05002300,5,,,,,,,,Falkland
E05002301,15,,,,,,,,Greenham
E05002302,5,,,,,,,,Hungerford
E05002303,10,,,,,,,,Kintbury
E05002304,0,,,,,,,,Lambourn Valley
E05002305,10,,,,,,,,Mortimer
E05002306,10,,,,,,,,Northcroft
E05002307,5,,,,,,,,Pangbourne
E05002308,5,,,,,,,,Purley on Thames
E05002310,10,,,,,,,,Speen
E05002309,20,,,,,,,,St Johns
E05002311,5,,,,,,,,Sulhamstead
E05002312,5,,,,,,,,Thatcham Central
E05002313,10,,,,,,,,Thatcham North
E05002314,15,,,,,,,,Thatcham South and Crookham
E05002315,10,,,,,,,,Thatcham West
E05002316,5,,,,,,,,Theale
E05002317,15,,,,,,,,Victoria
E05002318,5,,,,,,,,Westwood
E05002319,30,,,,,,,,Abbey
E05002320,35,,,,,,,,Battle
E05002321,15,,,,,,,,Caversham
E05002322,35,,,,,,,,Church
E05002323,30,,,,,,,,Katesgrove
E05002324,20,,,,,,,,Kentwood
E05002325,0,,,,,,,,Mapledurham
E05002326,55,,,,,,,,Minster
E05002327,35,,,,,,,,Norcot
E05002328,25,,,,,,,,Park
E05002329,10,,,,,,,,Peppard
E05002330,20,,,,,,,,Redlands
E05002331,20,,,,,,,,Southcote
E05002332,10,,,,,,,,Thames
E05002333,20,,,,,,,,Tilehurst
E05002334,55,,,,,,,,Whitley
E05002335,30,,,,,,,,Baylis and Stoke
E05002336,30,,,,,,,,Britwell
E05002337,40,,,,,,,,Central
E05002338,50,,,,,,,,Chalvey
E05002339,20,,,,,,,,Cippenham Green
E05002340,25,,,,,,,,Cippenham Meadows
E05002341,10,,,,,,,,Colnbrook with Poyle
E05002342,30,,,,,,,,Farnham
E05002343,25,,,,,,,,Foxborough
E05002344,20,,,,,,,,Haymill
E05002345,20,,,,,,,,Kedermister
E05002346,10,,,,,,,,Langley St Mary's
E05002347,30,,,,,,,,Upton
E05002348,30,,,,,,,,Wexham Lea
E05002349,5,,,,,,,,Ascot and Cheapside
E05002350,10,,,,,,,,Belmont
E05002351,0,,,,,,,,Bisham and Cookham
E05002352,5,,,,,,,,Boyn Hill
E05002353,5,,,,,,,,Bray
E05002354,0,,,,,,,,Castle Without
E05002355,0,,,,,,,,Clewer East
E05002356,20,,,,,,,,Clewer North
E05002357,10,,,,,,,,Clewer South
E05002358,5,,,,,,,,Cox Green
E05002359,10,,,,,,,,Datchet
E05002360,5,,,,,,,,Eton and Castle
E05002361,0,,,,,,,,Eton Wick
E05002362,10,,,,,,,,Furze Platt
E05002363,5,,,,,,,,Horton and Wraysbury
E05002364,10,,,,,,,,Hurley and Walthams
E05002365,5,,,,,,,,Maidenhead Riverside
E05002366,5,,,,,,,,Old Windsor
E05002367,25,,,,,,,,Oldfield
E05002368,0,,,,,,,,Park
E05002369,10,,,,,,,,Pinkneys Green
E05002370,0,,,,,,,,Sunningdale
E05002371,0,,,,,,,,Sunninghill and South Ascot
E05002372,5,,,,,,,,Arborfield
E05002373,5,,,,,,,,Barkham
E05002374,15,,,,,,,,Bulmershe and Whitegates
E05002375,5,,,,,,,,Charvil
E05002376,5,,,,,,,,Coronation
E05002377,15,,,,,,,,Emmbrook
E05002378,10,,,,,,,,Evendons
E05002379,5,,,,,,,,Finchampstead North
E05002380,5,,,,,,,,Finchampstead South
E05002381,10,,,,,,,,Hawkedon
E05002382,5,,,,,,,,Hillside
E05002383,5,,,,,,,,Hurst
E05002384,20,,,,,,,,Loddon
E05002385,10,,,,,,,,Maiden Erlegh
E05002386,15,,,,,,,,Norreys
E05002387,5,,,,,,,,"Remenham, Wargrave and Ruscombe"
E05002388,5,,,,,,,,Shinfield North
E05002389,15,,,,,,,,Shinfield South
E05002390,0,,,,,,,,Sonning
E05002391,5,,,,,,,,South Lake
E05002392,0,,,,,,,,Swallowfield
E05002393,0,,,,,,,,Twyford
E05002394,5,,,,,,,,Wescott
E05002395,15,,,,,,,,Winnersh
E05002396,5,,,,,,,,Wokingham Without
E05002397,55,,,,,,,,Bletchley and Fenny Stratford
E05002398,40,,,,,,,,Bradwell
E05002399,65,,,,,,,,Campbell Park
E05002400,5,,,,,,,,Danesborough
E05002401,15,,,,,,,,Denbigh
E05002402,40,,,,,,,,Eaton Manor
E05002403,30,,,,,,,,Emerson Valley
E05002404,20,,,,,,,,Furzton
E05002405,5,,,,,,,,Hanslope Park
E05002406,10,,,,,,,,Linford North
E05002407,20,,,,,,,,Linford South
E05002408,25,,,,,,,,Loughton Park
E05002409,45,,,,,,,,Middleton
E05002410,5,,,,,,,,Newport Pagnell North
E05002411,10,,,,,,,,Newport Pagnell South
E05002412,0,,,,,,,,Olney
E05002413,0,,,,,,,,Sherington
E05002414,25,,,,,,,,Stantonbury
E05002415,30,,,,,,,,Stony Stratford
E05002416,30,,,,,,,,Walton Park
E05002417,15,,,,,,,,Whaddon
E05002418,50,,,,,,,,Wolverton
E05002419,50,,,,,,,,Woughton
E05002420,35,,,,,,,,Brunswick and Adelaide
E05002421,20,,,,,,,,Central Hove
E05002422,105,,,,,,,,East Brighton
E05002423,35,,,,,,,,Goldsmid
E05002424,55,,,,,,,,Hangleton and Knoll
E05002425,65,,,,,,,,Hanover and Elm Grove
E05002426,40,,,,,,,,Hollingdean and Stanmer
E05002436,15,,,,,,,,Hove Park
E05002427,105,,,,,,,,Moulsecoomb and Bevendean
E05002428,60,,,,,,,,North Portslade
E05002429,40,,,,,,,,Patcham
E05002430,25,,,,,,,,Preston Park
E05002431,45,,,,,,,,Queen's Park
E05002432,30,,,,,,,,Regency
E05002433,25,,,,,,,,Rottingdean Coastal
E05002435,50,,,,,,,,South Portslade
E05002434,85,,,,,,,,St. Peter's and North Laine
E05002437,30,,,,,,,,Westbourne
E05002438,20,,,,,,,,Wish
E05002439,20,,,,,,,,Withdean
E05002440,45,,,,,,,,Woodingdean
E05002441,45,,,,,,,,Baffins
E05002442,45,,,,,,,,Central Southsea
E05002443,155,,,,,,,,Charles Dickens
E05002444,30,,,,,,,,Copnor
E05002445,50,,,,,,,,Cosham
E05002446,20,,,,,,,,Drayton and Farlington
E05002447,20,,,,,,,,Eastney and Craneswater
E05002448,50,,,,,,,,Fratton
E05002449,20,,,,,,,,Hilsea
E05002450,45,,,,,,,,Milton
E05002451,65,,,,,,,,Nelson
E05002452,55,,,,,,,,Paulsgrove
E05002453,40,,,,,,,,St Jude
E05002454,50,,,,,,,,St Thomas
E05002455,85,,,,,,,,Bargate
E05002456,20,,,,,,,,Bassett
E05002457,140,,,,,,,,Bevois
E05002458,90,,,,,,,,Bitterne
E05002459,40,,,,,,,,Bitterne Park
E05002460,45,,,,,,,,Coxford
E05002461,80,,,,,,,,Freemantle
E05002462,65,,,,,,,,Harefield
E05002463,55,,,,,,,,Millbrook
