GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05000224,50,,,,,,,,Dalston
E05000225,50,,,,,,,,De Beauvoir
E05000226,60,,,,,,,,Hackney Central
E05000227,50,,,,,,,,Hackney Downs
E05000228,50,,,,,,,,Haggerston
E05000229,40,,,,,,,,Hoxton
E05000230,75,,,,,,,,King's Park
E05000231,60,,,,,,,,Leabridge
E05000232,40,,,,,,,,Lordship
E05000233,50,,,,,,,,New River
E05000234,50,,,,,,,,Queensbridge
E05000235,40,,,,,,,,Springfield
E05000236,35,,,,,,,,Stoke Newington Central
E05000237,75,,,,,,,,Victoria
E05000238,85,,,,,,,,Wick
E05000239,60,,,,,,,,Addison
E05000240,50,,,,,,,,Askew
E05000241,30,,,,,,,,Avonmore and Brook Green
E05000242,55,,,,,,,,College Park and Old Oak
E05000243,30,,,,,,,,Fulham Broadway
E05000244,25,,,,,,,,Fulham Reach
E05000245,35,,,,,,,,Hammersmith Broadway
E05000246,10,,,,,,,,Munster
E05000247,30,,,,,,,,North End
E05000248,5,,,,,,,,Palace Riverside
E05000249,15,,,,,,,,Parsons Green and Walham
E05000250,25,,,,,,,,Ravenscourt Park
E05000251,35,,,,,,,,Sands End
E05000252,60,,,,,,,,Shepherd's Bush Green
E05000253,20,,,,,,,,Town
E05000254,85,,,,,,,,Wormholt and White City
E05000255,15,,,,,,,,Alexandra
E05000256,35,,,,,,,,Bounds Green
E05000257,75,,,,,,,,Bruce Grove
E05000258,10,,,,,,,,Crouch End
E05000259,15,,,,,,,,Fortis Green
E05000260,45,,,,,,,,Harringay
E05000261,20,,,,,,,,Highgate
E05000262,65,,,,,,,,Hornsey
E05000263,15,,,,,,,,Muswell Hill
E05000264,60,,,,,,,,Noel Park
E05000265,95,,,,,,,,Northumberland Park
E05000266,65,,,,,,,,Seven Sisters
E05000267,45,,,,,,,,St Ann's
E05000268,35,,,,,,,,Stroud Green
E05000269,70,,,,,,,,Tottenham Green
E05000270,90,,,,,,,,Tottenham Hale
E05000271,50,,,,,,,,West Green
E05000272,80,,,,,,,,White Hart Lane
E05000273,40,,,,,,,,Woodside
E05000274,15,,,,,,,,Belmont
E05000275,20,,,,,,,,Canons
E05000276,20,,,,,,,,Edgware
E05000278,50,,,,,,,,Greenhill
E05000277,35,,,,,,,,Harrow on the Hill
E05000279,30,,,,,,,,Harrow Weald
E05000280,10,,,,,,,,Hatch End
E05000281,15,,,,,,,,Headstone North
E05000282,30,,,,,,,,Headstone South
E05000283,10,,,,,,,,Kenton East
E05000284,15,,,,,,,,Kenton West
E05000285,35,,,,,,,,Marlborough
E05000286,20,,,,,,,,Pinner
E05000287,10,,,,,,,,Pinner South
E05000288,15,,,,,,,,Queensbury
E05000289,15,,,,,,,,Rayners Lane
E05000290,45,,,,,,,,Roxbourne
E05000291,40,,,,,,,,Roxeth
E05000292,35,,,,,,,,Stanmore Park
E05000293,45,,,,,,,,Wealdstone
E05000294,25,,,,,,,,West Harrow
E05000295,70,,,,,,,,Brooklands
E05000296,25,,,,,,,,Cranham
E05000297,30,,,,,,,,Elm Park
E05000298,10,,,,,,,,Emerson Park
E05000299,80,,,,,,,,Gooshays
E05000300,20,,,,,,,,Hacton
E05000301,50,,,,,,,,Harold Wood
E05000302,65,,,,,,,,Havering Park
E05000303,60,,,,,,,,Heaton
E05000304,40,,,,,,,,Hylands
E05000305,45,,,,,,,,Mawneys
E05000306,15,,,,,,,,Pettits
E05000307,40,,,,,,,,Rainham and Wennington
E05000308,55,,,,,,,,Romford Town
E05000309,60,,,,,,,,South Hornchurch
E05000310,25,,,,,,,,Squirrel's Heath
E05000311,20,,,,,,,,St Andrew's
E05000312,20,,,,,,,,Upminster
E05000313,40,,,,,,,,Barnhill
E05000314,75,,,,,,,,Botwell
E05000315,25,,,,,,,,Brunel
E05000316,20,,,,,,,,Cavendish
E05000317,35,,,,,,,,Charville
E05000318,15,,,,,,,,Eastcote and East Ruislip
E05000319,20,,,,,,,,Harefield
E05000321,15,,,,,,,,Heathrow Villages
E05000322,45,,,,,,,,Hillingdon East
E05000320,5,,,,,,,,Ickenham
E05000323,15,,,,,,,,Manor
E05000324,5,,,,,,,,Northwood
E05000325,20,,,,,,,,Northwood Hills
E05000326,50,,,,,,,,Pinkwell
E05000327,15,,,,,,,,South Ruislip
E05000328,50,,,,,,,,Townfield
E05000329,30,,,,,,,,Uxbridge North
E05000330,55,,,,,,,,Uxbridge South
E05000331,55,,,,,,,,West Drayton
E05000332,10,,,,,,,,West Ruislip
E05000333,55,,,,,,,,Yeading
E05000334,40,,,,,,,,Yiewsley
E05000335,55,,,,,,,,Bedfont
E05000336,60,,,,,,,,Brentford
E05000337,20,,,,,,,,Chiswick Homefields
E05000338,10,,,,,,,,Chiswick Riverside
E05000339,50,,,,,,,,Cranford
E05000340,40,,,,,,,,Feltham North
E05000341,65,,,,,,,,Feltham West
E05000342,75,,,,,,,,Hanworth
E05000343,35,,,,,,,,Hanworth Park
E05000344,45,,,,,,,,Heston Central
E05000345,50,,,,,,,,Heston East
E05000346,60,,,,,,,,Heston West
E05000347,55,,,,,,,,Hounslow Central
E05000348,60,,,,,,,,Hounslow Heath
E05000349,25,,,,,,,,Hounslow South
E05000350,45,,,,,,,,Hounslow West
E05000351,40,,,,,,,,Isleworth
E05000352,30,,,,,,,,Osterley and Spring Grove
E05000353,50,,,,,,,,Syon
E05000354,35,,,,,,,,Turnham Green
E05000355,45,,,,,,,,Barnsbury
E05000356,40,,,,,,,,Bunhill
E05000357,50,,,,,,,,Caledonian
E05000358,30,,,,,,,,Canonbury
E05000359,55,,,,,,,,Clerkenwell
E05000360,75,,,,,,,,Finsbury Park
E05000361,40,,,,,,,,Highbury East
E05000362,50,,,,,,,,Highbury West
E05000363,50,,,,,,,,Hillrise
E05000364,95,,,,,,,,Holloway
E05000365,45,,,,,,,,Junction
E05000366,40,,,,,,,,Mildmay
E05000367,45,,,,,,,,St George's
E05000368,45,,,,,,,,St Mary's
E05000369,35,,,,,,,,St Peter's
E05000370,60,,,,,,,,Tollington
E05000371,20,,,,,,,,Abingdon
E05000372,5,,,,,,,,Brompton
E05000373,5,,,,,,,,Campden
E05000374,20,,,,,,,,Colville
E05000375,10,,,,,,,,Courtfield
E05000376,20,,,,,,,,Cremorne
E05000377,15,,,,,,,,Earl's Court
E05000378,50,,,,,,,,Golborne
E05000379,5,,,,,,,,Hans Town
E05000380,10,,,,,,,,Holland
E05000381,15,,,,,,,,Norland
E05000382,35,,,,,,,,Notting Barns
E05000383,15,,,,,,,,Pembridge
E05000384,0,,,,,,,,Queen's Gate
E05000385,10,,,,,,,,Redcliffe
E05000386,5,,,,,,,,Royal Hospital
E05000387,30,,,,,,,,St Charles
E05000388,10,,,,,,,,Stanley
E05000389,20,,,,,,,,Alexandra
E05000390,15,,,,,,,,Berrylands
E05000391,30,,,,,,,,Beverley
E05000392,25,,,,,,,,Canbury
E05000393,25,,,,,,,,Chessington North and Hook
E05000394,25,,,,,,,,Chessington South
E05000395,25,,,,,,,,Coombe Hill
E05000396,10,,,,,,,,Coombe Vale
E05000397,40,,,,,,,,Grove
E05000398,50,,,,,,,,Norbiton
E05000399,25,,,,,,,,Old Malden
E05000400,15,,,,,,,,St James
E05000401,20,,,,,,,,St Mark's
E05000402,5,,,,,,,,Surbiton Hill
E05000403,30,,,,,,,,Tolworth and Hook Rise
E05000404,10,,,,,,,,Tudor
E05000405,30,,,,,,,,Bishop's
E05000406,55,,,,,,,,Brixton Hill
E05000407,30,,,,,,,,Clapham Common
E05000408,45,,,,,,,,Clapham Town
E05000409,95,,,,,,,,Coldharbour
E05000410,50,,,,,,,,Ferndale
E05000411,80,,,,,,,,Gipsy Hill
E05000412,95,,,,,,,,Herne Hill
E05000413,80,,,,,,,,Knight's Hill
E05000414,120,,,,,,,,Larkhall
E05000415,40,,,,,,,,Oval
E05000416,60,,,,,,,,Prince's
E05000417,55,,,,,,,,St Leonard's
E05000418,50,,,,,,,,Stockwell
E05000419,60,,,,,,,,Streatham Hill
E05000420,40,,,,,,,,Streatham South
E05000421,45,,,,,,,,Streatham Wells
E05000422,40,,,,,,,,Thornton
E05000423,35,,,,,,,,Thurlow Park
E05000424,65,,,,,,,,Tulse Hill
E05000425,75,,,,,,,,Vassall
E05000426,85,,,,,,,,Bellingham
E05000427,60,,,,,,,,Blackheath
E05000428,90,,,,,,,,Brockley
E05000429,60,,,,,,,,Catford South
E05000430,50,,,,,,,,Crofton Park
E05000431,85,,,,,,,,Downham
E05000432,85,,,,,,,,Evelyn
E05000433,75,,,,,,,,Forest Hill
E05000434,50,,,,,,,,Grove Park
E05000435,50,,,,,,,,Ladywell
E05000436,30,,,,,,,,Lee Green
E05000437,85,,,,,,,,Lewisham Central
E05000438,90,,,,,,,,New Cross
E05000439,75,,,,,,,,Perry Vale
E05000440,95,,,,,,,,Rushey Green
E05000441,70,,,,,,,,Sydenham
E05000442,65,,,,,,,,Telegraph Hill
E05000443,80,,,,,,,,Whitefoot
E05000444,25,,,,,,,,Abbey
E05000445,15,,,,,,,,Cannon Hill
E05000446,35,,,,,,,,Colliers Wood
E05000447,65,,,,,,,,Cricket Green
E05000448,10,,,,,,,,Dundonald
E05000449,60,,,,,,,,Figge's Marsh
E05000450,20,,,,,,,,Graveney
E05000451,10,,,,,,,,Hillside
E05000452,45,,,,,,,,Lavender Fields
E05000453,40,,,,,,,,Longthornton
E05000454,15,,,,,,,,Lower Morden
E05000455,10,,,,,,,,Merton Park
E05000456,60,,,,,,,,Pollards Hill
E05000457,45,,,,,,,,Ravensbury
E05000458,10,,,,,,,,Raynes Park
E05000459,25,,,,,,,,St Helier
E05000460,15,,,,,,,,Trinity
E05000461,5,,,,,,,,Village
E05000462,15,,,,,,,,West Barnes
E05000463,25,,,,,,,,Wimbledon Park
E05000464,70,,,,,,,,Beckton
E05000465,55,,,,,,,,Boleyn
E05000466,75,,,,,,,,Canning Town North
E05000467,85,,,,,,,,Canning Town South
E05000468,70,,,,,,,,Custom House
E05000469,35,,,,,,,,East Ham Central
E05000470,30,,,,,,,,East Ham North
E05000471,60,,,,,,,,East Ham South
E05000472,60,,,,,,,,Forest Gate North
E05000473,70,,,,,,,,Forest Gate South
E05000474,40,,,,,,,,Green Street East
E05000475,40,,,,,,,,Green Street West
E05000476,80,,,,,,,,Little Ilford
E05000477,50,,,,,,,,Manor Park
E05000478,55,,,,,,,,Plaistow North
E05000479,55,,,,,,,,Plaistow South
E05000480,45,,,,,,,,Royal Docks
E05000481,85,,,,,,,,Stratford and New Town
E05000482,65,,,,,,,,Wall End
E05000483,75,,,,,,,,West Ham
E05000484,30,,,,,,,,Aldborough
E05000485,20,,,,,,,,Barkingside
E05000486,25,,,,,,,,Bridge
E05000487,50,,,,,,,,Chadwell
E05000488,10,,,,,,,,Church End
E05000489,35,,,,,,,,Clayhall
E05000490,55,,,,,,,,Clementswood
E05000491,35,,,,,,,,Cranbrook
E05000492,30,,,,,,,,Fairlop
E05000493,40,,,,,,,,Fullwell
E05000494,60,,,,,,,,Goodmayes
E05000495,35,,,,,,,,Hainault
E05000496,70,,,,,,,,Loxford
E05000497,55,,,,,,,,Mayfield
E05000498,10,,,,,,,,Monkhams
E05000499,65,,,,,,,,Newbury
E05000500,35,,,,,,,,Roding
E05000501,55,,,,,,,,Seven Kings
E05000502,15,,,,,,,,Snaresbrook
E05000503,45,,,,,,,,Valentines
E05000504,15,,,,,,,,Wanstead
E05000505,10,,,,,,,,Barnes
E05000506,10,,,,,,,,East Sheen
E05000507,15,,,,,,,,Fulwell and Hampton Hill
E05000508,20,,,,,,,,"Ham, Petersham and Richmond Riverside"
E05000509,20,,,,,,,,Hampton
E05000510,30,,,,,,,,Hampton North
E05000511,10,,,,,,,,Hampton Wick
E05000512,45,,,,,,,,Heathfield
E05000513,20,,,,,,,,Kew
E05000514,15,,,,,,,,Mortlake and Barnes Common
E05000515,10,,,,,,,,North Richmond
E05000516,10,,,,,,,,South Richmond
E05000517,10,,,,,,,,South Twickenham
E05000518,10,,,,,,,,St Margarets and North Twickenham
E05000519,15,,,,,,,,Teddington
E05000520,10,,,,,,,,Twickenham Riverside
E05000521,20,,,,,,,,West Twickenham
E05000522,15,,,,,,,,Whitton
E05000523,70,,,,,,,,Brunswick Park
E05000524,60,,,,,,,,Camberwell Green
E05000525,60,,,,,,,,Cathedrals
E05000526,50,,,,,,,,Chaucer
E05000528,35,,,,,,,,College
E05000529,35,,,,,,,,East Dulwich
E05000527,40,,,,,,,,East Walworth
E05000530,65,,,,,,,,Faraday
E05000531,60,,,,,,,,Grange
E05000532,75,,,,,,,,Livesey
E05000533,70,,,,,,,,Newington
E05000534,70,,,,,,,,Nunhead
E05000535,75,,,,,,,,Peckham
E05000536,45,,,,,,,,Peckham Rye
E05000537,40,,,,,,,,Riverside
E05000538,50,,,,,,,,Rotherhithe
E05000539,70,,,,,,,,South Bermondsey
E05000540,60,,,,,,,,South Camberwell
E05000541,30,,,,,,,,Surrey Docks
E05000542,70,,,,,,,,The Lane
E05000543,20,,,,,,,,Village
E05000544,20,,,,,,,,Beddington North
E05000545,45,,,,,,,,Beddington South
E05000546,15,,,,,,,,Belmont
E05000547,15,,,,,,,,Carshalton Central
E05000548,15,,,,,,,,Carshalton South and Clockhouse
E05000549,15,,,,,,,,Cheam
E05000550,10,,,,,,,,Nonsuch
E05000551,60,,,,,,,,St Helier
E05000552,20,,,,,,,,Stonecot
E05000553,50,,,,,,,,Sutton Central
E05000554,30,,,,,,,,Sutton North
E05000555,10,,,,,,,,Sutton South
E05000556,10,,,,,,,,Sutton West
E05000557,30,,,,,,,,The Wrythe
E05000558,40,,,,,,,,Wallington North
E05000559,30,,,,,,,,Wallington South
E05000560,75,,,,,,,,Wandle Valley
E05000561,20,,,,,,,,Worcester Park
E05000562,75,,,,,,,,Bethnal Green North
E05000563,80,,,,,,,,Bethnal Green South
E05000564,95,,,,,,,,Blackwall and Cubitt Town
E05000565,80,,,,,,,,Bow East
E05000566,60,,,,,,,,Bow West
E05000567,115,,,,,,,,Bromley-by-Bow
E05000568,130,,,,,,,,East India and Lansbury
E05000569,85,,,,,,,,Limehouse
E05000570,65,,,,,,,,Mile End and Globe Town
E05000571,110,,,,,,,,Mile End East
E05000572,105,,,,,,,,Millwall
E05000573,75,,,,,,,,Shadwell
E05000574,55,,,,,,,,Spitalfields and Banglatown
E05000575,110,,,,,,,,St Dunstan's and Stepney Green
E05000576,35,,,,,,,,St Katharine's and Wapping
E05000577,55,,,,,,,,Weavers
E05000578,70,,,,,,,,Whitechapel
E05000579,40,,,,,,,,Cann Hall
E05000580,55,,,,,,,,Cathall
E05000581,50,,,,,,,,Chapel End
E05000582,25,,,,,,,,Chingford Green
E05000583,30,,,,,,,,Endlebury
E05000586,50,,,,,,,,Forest
E05000587,30,,,,,,,,Grove Green
E05000584,40,,,,,,,,Hale End and Highams Park
E05000585,30,,,,,,,,Hatch Lane
E05000588,45,,,,,,,,High Street
E05000589,75,,,,,,,,Higham Hill
E05000590,85,,,,,,,,Hoe Street
E05000591,30,,,,,,,,Larkswood
E05000592,55,,,,,,,,Lea Bridge
E05000593,65,,,,,,,,Leyton
E05000594,45,,,,,,,,Leytonstone
E05000595,65,,,,,,,,Markhouse
E05000596,45,,,,,,,,Valley
E05000597,45,,,,,,,,William Morris
E05000598,55,,,,,,,,Wood Street
E05000599,15,,,,,,,,Balham
E05000600,30,,,,,,,,Bedford
E05000601,25,,,,,,,,Earlsfield
E05000602,15,,,,,,,,East Putney
E05000603,25,,,,,,,,Fairfield
E05000604,50,,,,,,,,Furzedown
E05000605,40,,,,,,,,Graveney
E05000606,70,,,,,,,,Latchmere
E05000607,15,,,,,,,,Nightingale
E05000608,10,,,,,,,,Northcote
E05000609,45,,,,,,,,Queenstown
E05000610,60,,,,,,,,Roehampton and Putney Heath
E05000611,30,,,,,,,,Shaftesbury
E05000612,30,,,,,,,,Southfields
E05000613,30,,,,,,,,St Mary's Park
E05000614,20,,,,,,,,Thamesfield
E05000615,40,,,,,,,,Tooting
E05000616,30,,,,,,,,Wandsworth Common
E05000617,40,,,,,,,,West Hill
E05000618,25,,,,,,,,West Putney
E05000619,10,,,,,,,,Abbey Road
E05000620,10,,,,,,,,Bayswater
E05000621,15,,,,,,,,Bryanston and Dorset Square
E05000623,55,,,,,,,,Church Street
E05000624,30,,,,,,,,Churchill
E05000622,40,,,,,,,,Harrow Road
E05000625,5,,,,,,,,Hyde Park
E05000626,0,,,,,,,,Knightsbridge and Belgravia
E05000627,15,,,,,,,,Lancaster Gate
E05000628,15,,,,,,,,Little Venice
E05000629,20,,,,,,,,Maida Vale
E05000630,10,,,,,,,,Marylebone High Street
E05000631,45,,,,,,,,Queen's Park
E05000632,10,,,,,,,,Regent's Park
E05000634,55,,,,,,,,St James's
E05000633,15,,,,,,,,Tachbrook
E05000635,25,,,,,,,,Vincent Square
E05000636,20,,,,,,,,Warwick
E05000637,20,,,,,,,,West End
E05000638,45,,,,,,,,Westbourne
E05000639,45,,,,,,,,Dyce / Bucksburn / Danestone
E05000640,15,,,,,,,,Bridge of Don
E05000641,55,,,,,,,,Kingswells / Sheddocksley
E05000642,95,,,,,,,,Northfield
E05000643,90,,,,,,,,Hilton / Stockethill
E05000644,80,,,,,,,,Tillydrone / Seaton / Old Aberdeen
E05000645,45,,,,,,,,Midstocket / Rosemount
E05000646,85,,,,,,,,George St / Harbour
E05000647,15,,,,,,,,Lower Deeside
E05000649,10,,,,,,,,Hazlehead / Ashley / Queens Cross
E05000648,40,,,,,,,,Airyhall / Broomhill / Garthdee
S13002487,130,,,,,,,,Torry / Ferryhill
S13002488,45,,,,,,,,Kincorth / Loirston
S13002489,60,,,,,,,,Banff and District
S13002490,45,,,,,,,,Troup
S13002491,65,,,,,,,,Fraserburgh and District
S13002492,35,,,,,,,,Central Buchan
S13002493,100,,,,,,,,Peterhead North and Rattray
S13002494,45,,,,,,,,Peterhead South and Cruden
S13002495,20,,,,,,,,Turriff and District
S13002496,25,,,,,,,,Mid Formartine
S13002497,30,,,,,,,,Ellon and District
S13002498,20,,,,,,,,West Garioch
S13002499,50,,,,,,,,Inverurie and District
S13002500,20,,,,,,,,East Garioch
S13002501,10,,,,,,,,Westhill and District
S13002502,55,,,,,,,,"Huntly, Strathbogie and Howe of Alford"
S13002503,15,,,,,,,,"Aboyne, Upper Deeside and Donside"
S13002504,5,,,,,,,,Banchory and Mid Deeside
S13002505,25,,,,,,,,North Kincardine
S13002506,20,,,,,,,,Stonehaven and Lower Deeside
S13002507,25,,,,,,,,Mearns
S13002508,30,,,,,,,,Kirriemuir and Dean
S13002509,70,,,,,,,,Brechin and Edzell
S13002510,65,,,,,,,,Forfar and District
S13002512,20,,,,,,,,Carnoustie and District
S13002513,50,,,,,,,,Arbroath West and Letham
S13002514,120,,,,,,,,Arbroath East and Lunan
S13002515,90,,,,,,,,Montrose and District
S13002516,30,,,,,,,,South Kintyre
S13002517,5,,,,,,,,Kintyre and the Islands
S13002518,35,,,,,,,,Mid Argyll
S13002519,20,,,,,,,,Oban South and the Isles
S13002520,15,,,,,,,,Oban North and Lorn
S13002521,15,,,,,,,,Cowal
S13002522,40,,,,,,,,Dunoon
S13002523,30,,,,,,,,Isle of Bute
S13002524,15,,,,,,,,Lomond North
S13002525,30,,,,,,,,Helensburgh Central
S13002526,15,,,,,,,,Helensburgh and Lomond South
S13002527,70,,,,,,,,Clackmannanshire West
S13002528,65,,,,,,,,Clackmannanshire North
S13002529,80,,,,,,,,Clackmannanshire Central
S13002530,90,,,,,,,,Clackmannanshire South
S13002531,30,,,,,,,,Clackmannanshire East
S13002532,70,,,,,,,,Stranraer and North Rhins
S13002533,40,,,,,,,,Wigtown West
S13002534,20,,,,,,,,Mid Galloway
S13002535,20,,,,,,,,Dee
S13002536,25,,,,,,,,Castle Douglas and Glenkens
S13002537,25,,,,,,,,Abbey
S13002538,115,,,,,,,,North West Dumfries
S13002539,30,,,,,,,,Mid and Upper Nithsdale
S13002540,35,,,,,,,,Lochar
S13002541,45,,,,,,,,Nith
S13002542,60,,,,,,,,Annandale South
S13002543,35,,,,,,,,Annandale North
S13002544,25,,,,,,,,Annandale East and Eskdale
S13002545,150,,,,,,,,Strathmartine
S13002546,210,,,,,,,,Lochee
S13002547,75,,,,,,,,West End
S13002548,170,,,,,,,,Coldside
S13002549,135,,,,,,,,Maryfield
S13002551,175,,,,,,,,East End
S13002552,25,,,,,,,,The Ferry
S13002553,45,,,,,,,,Annick
S13002554,90,,,,,,,,Kilmarnock North
S13002555,80,,,,,,,,Kilmarnock West and Crosshouse
S13002556,85,,,,,,,,Kilmarnock East and Hurlford
S13002557,105,,,,,,,,Kilmarnock South
S13002558,110,,,,,,,,Irvine Valley
S13002559,95,,,,,,,,Ballochmyle
S13002560,90,,,,,,,,Cumnock and New Cumnock
S13002561,100,,,,,,,,Doon Valley
S13002562,10,,,,,,,,Milngavie
S13002563,15,,,,,,,,Bearsden North
S13002564,10,,,,,,,,Bearsden South
S13002565,45,,,,,,,,Campsie and Kirkintilloch North
S13002566,15,,,,,,,,Bishopbriggs North and Torrance
S13002568,35,,,,,,,,Lenzie and Kirkintilloch South
S13002569,75,,,,,,,,Kirkintilloch East and Twechar
S13002570,30,,,,,,,,Musselburgh West
S13002571,70,,,,,,,,Musselburgh East and Carberry
S13002572,45,,,,,,,,Preston / Seton / Gosford
S13002573,80,,,,,,,,Fa'side
S13002574,15,,,,,,,,North Berwick Coastal
S13002575,35,,,,,,,,Haddington and Lammermuir
S13002576,30,,,,,,,,Dunbar and East Linton
S13002577,40,,,,,,,,"Neilston, Uplawmoor and Newton Mearns North"
S13002578,90,,,,,,,,Barrhead
S13002579,30,,,,,,,,Giffnock and Thornliebank
S13002580,20,,,,,,,,"Netherlee, Stamperland and Williamwood"
S13002581,10,,,,,,,,Newton Mearns South
S13002582,20,,,,,,,,"Busby, Clarkston and Eaglesham"
S13002583,30,,,,,,,,Almond
S13002584,40,,,,,,,,Pentland Hills
S13002585,35,,,,,,,,Drum Brae / Gyle
S13002586,150,,,,,,,,Forth
S13002587,30,,,,,,,,Inverleith
S13002588,15,,,,,,,,Corstorphine / Murrayfield
S13002589,160,,,,,,,,Sighthill / Gorgie
S13002590,35,,,,,,,,Colinton / Fairmilehead
S13002591,30,,,,,,,,Fountainbridge / Craiglockhart
S13002592,20,,,,,,,,Meadows / Morningside
S13002593,40,,,,,,,,City Centre
S13002594,75,,,,,,,,Leith Walk
S13002595,85,,,,,,,,Leith
S13002596,55,,,,,,,,Craigentinny / Duddingston
S13002597,35,,,,,,,,Southside / Newington
S13002598,100,,,,,,,,Liberton / Gilmerton
S13002599,85,,,,,,,,Portobello / Craigmillar
S13002600,5,,,,,,,,"Barraigh, Bhatarsaigh, Eirisgeigh agus Uibhist a Deas"
S13002601,5,,,,,,,,Beinn na Foghla agus Uibhist a Tuath
S13002602,0,,,,,,,,Na Hearadh agus Ceann a Deas nan Loch
S13002603,5,,,,,,,,Sgir'Uige agus Ceann a Tuath nan Loch
S13002604,10,,,,,,,,Sgire an Rubha
S13002605,10,,,,,,,,Ste`rnabhagh a Deas
S13002606,10,,,,,,,,Ste`rnabhagh a Tuath
S13002607,5,,,,,,,,Loch a Tuath
S13002608,5,,,,,,,,An Taobh Siar agus Nis
S13002609,50,,,,,,,,Bo'ness and Blackness
S13002610,135,,,,,,,,Grangemouth
S13002611,70,,,,,,,,Denny and Banknock
S13002612,65,,,,,,,,"Carse, Kinnaird and Tryst"
S13002613,50,,,,,,,,Bonnybridge and Larbert
S13002614,115,,,,,,,,Falkirk North
S13002615,115,,,,,,,,Falkirk South
S13002616,45,,,,,,,,Lower Braes
S13002617,65,,,,,,,,Upper Braes
S13002618,75,,,,,,,,West Fife and Coastal Villages
S13002619,80,,,,,,,,Dunfermline North
S13002620,90,,,,,,,,Dunfermline Central
S13002621,110,,,,,,,,Dunfermline South
S13002622,55,,,,,,,,Rosyth
S13002623,30,,,,,,,,Inverkeithing and Dalgety Bay
S13002624,115,,,,,,,,The Lochs
S13002625,85,,,,,,,,Cowdenbeath
S13002626,115,,,,,,,,Lochgelly and Cardenden
S13002627,70,,,,,,,,"Burntisland, Kinghorn and Western Kirkcaldy"
S13002628,80,,,,,,,,Kirkcaldy North
S13002629,105,,,,,,,,Kirkcaldy Central
S13002630,125,,,,,,,,Kirkcaldy East
S13002631,110,,,,,,,,Glenrothes West and Kinglassie
S13002632,80,,,,,,,,"Glenrothes North, Leslie and Markinch"
S13002633,90,,,,,,,,Glenrothes Central and Thornton
S13002634,30,,,,,,,,Howe of Fife and Tay Coast
S13002635,40,,,,,,,,Tay Bridgehead
S13002636,15,,,,,,,,St. Andrews
S13002637,25,,,,,,,,East Neuk and Land Ward
S13002638,50,,,,,,,,Cupar
S13002639,120,,,,,,,,"Leven, Kennoway and Largo"
S13002640,200,,,,,,,,"Buckhaven, Methil and Wemyss Villages"
S13002641,195,,,,,,,,Linn
S13002642,140,,,,,,,,Newlands / Auldburn
S13002643,220,,,,,,,,Greater Pollok
S13002644,145,,,,,,,,Craigton
S13002645,210,,,,,,,,Govan
S13002646,70,,,,,,,,Pollokshields
S13002647,50,,,,,,,,Langside
S13002648,205,,,,,,,,Southside Central
S13002649,170,,,,,,,,Calton
S13002650,170,,,,,,,,Anderston / City
S13002651,70,,,,,,,,Hillhead
S13002652,120,,,,,,,,Partick West
S13002653,185,,,,,,,,Garscadden / Scotstounhill
S13002654,200,,,,,,,,Drumchapel / Anniesland
S13002655,175,,,,,,,,Maryhill / Kelvin
S13002656,220,,,,,,,,Canal
S13002657,165,,,,,,,,Springburn
S13002658,170,,,,,,,,East Centre
S13002659,140,,,,,,,,Shettleston
S13002660,185,,,,,,,,Baillieston
S13002662,5,,,,,,,,"North, West and Central Sutherland"
S13002663,35,,,,,,,,Thurso
S13002664,55,,,,,,,,Wick
S13002665,30,,,,,,,,Land Caithness Ward
S13002666,15,,,,,,,,East Sutherland and Edderton
S13002667,10,,,,,,,,"Wester Ross, Strathpeffer and Lochalsh"
S13002668,85,,,,,,,,Cromarty Firth
S13002669,30,,,,,,,,Tain and Easter Ross
S13002670,45,,,,,,,,Dingwall and Seaforth
S13002671,20,,,,,,,,Black Isle
S13002672,10,,,,,,,,Eilean a' Ch`o
S13002673,15,,,,,,,,Caol and Mallaig
S13002674,15,,,,,,,,Aird and Loch Ness
S13002675,20,,,,,,,,Inverness West
S13002676,95,,,,,,,,Inverness Central
S13002677,25,,,,,,,,Inverness Ness-Side
S13002678,15,,,,,,,,Inverness Millburn
S13002679,15,,,,,,,,Culloden and Ardersier
S13002680,20,,,,,,,,Nairn
S13002681,20,,,,,,,,Inverness South
S13002682,15,,,,,,,,Badenoch and Strathspey
S13002683,30,,,,,,,,Fort William and Ardnamurchan
S13002684,100,,,,,,,,Inverclyde East
S13002685,135,,,,,,,,Inverclyde East Central
S13002686,100,,,,,,,,Inverclyde North
S13002687,80,,,,,,,,Inverclyde South
S13002688,20,,,,,,,,Inverclyde West
S13002689,60,,,,,,,,Inverclyde South West
S13002690,45,,,,,,,,Penicuik
S13002691,40,,,,,,,,Bonnyrigg
S13002692,50,,,,,,,,Dalkeith
S13002693,45,,,,,,,,Midlothian West
S13002694,65,,,,,,,,Midlothian East
S13002695,60,,,,,,,,Midlothian South
S13002696,25,,,,,,,,Speyside Glenlivet
S13002697,45,,,,,,,,Keith and Cullen
S13002698,35,,,,,,,,Buckie
S13002699,35,,,,,,,,Fochabers Lhanbryde
S13002700,35,,,,,,,,Heldon and Laich
S13002701,50,,,,,,,,Elgin City North
S13002702,25,,,,,,,,Elgin City South
S13002703,60,,,,,,,,Forres
S13002704,175,,,,,,,,Irvine West
